1.00,16
1.25,17
1.50,19
1.75,21
2.00,24
2.25,25
2.50,18
2.75,21
3.00,22
3.25,21
3.50,19
3.75,20
4.00,17
4.25,15
4.50,13
4.75,11
5.00,10
5.25,10
5.50,9
5.75,8
6.00,8
6.25,8
6.50,7
6.75,7
7.00,7
7.25,7
7.50,7
7.75,7
8.00,7
8.25,8
8.50,8
8.75,8
9.00,9
9.25,9
9.50,9
9.75,10
10.00,10
10.25,10
10.50,10
10.75,10
11.00,10
11.25,9
11.50,9
11.75,10
12.00,10
12.25,10
12.50,10
12.75,11
13.00,11
13.25,12
13.50,13
13.75,16
14.00,11
14.25,11
14.50,11
14.75,11
15.00,11
15.25,11
15.50,11
15.75,11
16.00,11
16.25,10
16.50,10
16.75,10
17.00,9
17.25,9
17.50,9
17.75,8
18.00,8
18.25,8
18.50,8
18.75,8
19.00,8
19.25,8
19.50,9
19.75,8
20.00,9
20.25,8
20.50,9
20.75,9
21.00,9
21.25,9
21.50,9
21.75,9
22.00,8
22.25,8
22.50,9
22.75,8
23.00,8
23.25,8
23.50,8
23.75,9
24.00,9
24.25,9
24.50,10
24.75,10
25.00,11
25.25,11
25.50,11
25.75,11
26.00,11
26.25,10
26.50,10
26.75,8
27.00,8
27.25,7
27.50,7
27.75,7
28.00,7
28.25,8
28.50,8
28.75,9
29.00,9
29.25,10
29.50,10
29.75,11
30.00,13
30.25,13
30.50,15
30.75,17
31.00,17
31.25,18
31.51,19
31.76,18
32.01,18
32.26,18
32.51,16
32.76,16
33.01,15
33.26,16
33.51,16
33.76,16
34.01,16
34.26,16
34.51,16
34.76,16
35.01,16
35.26,16
35.51,16
35.76,16
36.01,17
36.26,16
36.51,16
36.76,15
37.01,13
37.26,13
37.51,12
37.76,12
38.01,12
38.26,12
38.51,12
38.76,11
39.01,5
39.26,0
39.51,0
39.76,0
40.01,0
40.26,0
40.51,0
40.76,0
41.01,0
41.26,0
41.51,0
41.76,0
42.01,0
42.26,0
42.51,0
42.76,0
43.01,0
43.26,0
43.51,0
43.76,0
44.01,0
44.26,0
44.51,0
44.76,0
45.01,0
45.26,0
45.51,0
45.76,0
46.01,0
46.26,0
46.51,0
46.76,0
47.01,0
47.26,0
47.51,0
47.76,0
48.01,0
48.26,0
48.51,0
48.76,0
49.01,0
49.26,0
49.51,0
49.76,0
50.01,0
50.26,0
50.51,0
50.76,0
51.01,0
51.26,0
51.51,0
51.76,0
52.01,0
52.26,0
52.51,0
52.76,0
53.01,0
53.26,0
53.51,0
53.76,0
54.01,0
54.26,0
54.51,0
54.76,0
55.01,0
55.26,0
55.51,0
55.76,0
56.01,0
56.26,0
56.51,0
56.76,0
57.01,0
57.26,0
57.51,0
57.76,0
58.01,0
58.26,0
58.51,0
58.76,0
59.01,0
59.26,0
59.51,0
59.76,0
60.01,0
60.26,0
60.51,0
60.76,0
61.01,0
61.26,0
61.51,0
61.76,0
62.01,0
62.26,0
62.51,0
62.76,0
63.01,0
63.26,0
63.51,0
63.76,0
64.01,0
64.26,0
64.51,0
64.76,0
65.01,0
65.26,0
65.51,0
65.76,0
66.01,0
66.26,0
66.51,0
66.76,0
67.01,0
67.26,0
67.51,0
67.76,0
68.01,0
68.26,0
68.51,0
68.76,0
69.01,0
69.26,0
69.51,0
69.76,0
70.01,0
70.26,0
70.51,0
70.76,0
71.01,0
71.26,0
71.51,0
71.76,0
72.01,0
72.26,0
72.51,0
72.76,0
73.01,0
73.26,0
73.51,1
73.76,1
74.01,1
74.26,1
74.51,1
74.76,1
75.01,1
75.26,1
75.51,1
75.76,1
76.01,1
76.26,1
76.51,1
76.76,1
77.01,1
77.26,0
77.51,1
77.76,0
78.01,0
78.26,0
78.51,0
78.76,0
79.01,0
79.26,0
79.51,0
79.76,0
80.01,0
80.26,0
80.51,0
80.76,0
81.01,0
81.26,0
81.51,0
81.76,0
82.01,0
82.26,0
82.51,0
82.76,0
83.02,0
83.27,0
83.52,0
83.77,0
84.02,0
84.27,0
84.52,0
84.77,0
85.02,0
85.27,0
85.52,1
85.77,0
86.02,0
86.27,0
86.52,0
86.77,0
87.02,0
87.27,0
87.52,0
87.77,0
88.02,0
88.27,0
88.52,0
88.77,0
89.02,0
89.27,0
89.52,0
89.77,0
90.02,0
90.27,0
90.52,0
90.77,0
91.02,0
91.27,1
91.52,1
91.77,1
92.02,1
92.27,1
92.52,2
92.77,2
93.02,2
93.27,2
93.52,2
93.77,2
94.02,2
94.27,2
94.52,2
94.77,2
95.02,2
95.27,2
95.52,1
95.77,2
96.02,1
96.27,1
96.52,1
96.77,1
97.02,1
97.27,1
97.52,1
97.77,1
98.02,1
98.27,1
98.52,1
98.77,1
99.02,2
99.27,2
99.52,2
99.77,2
100.02,2
100.27,2
100.52,3
100.77,3
101.02,3
101.27,4
101.52,4
101.77,4
102.02,4
102.27,3
102.52,1
102.77,0
103.02,0
103.27,0
103.52,0
103.77,0
104.02,0
104.27,0
104.52,0
104.77,0
105.02,13
105.27,28
105.52,44
