blank: Wavelength (nm),blank: Fluorescence 405 nm (rel),blank: Wavelength (nm),blank: Fluorescence 405 nm (rel),blank: Wavelength (nm),blank: Fluorescence 405 nm (rel),low std: Wavelength (nm),low std: Fluorescence 405 nm (rel),med: Wavelength (nm),med: Fluorescence 405 nm (rel),hi: Wavelength (nm),hi: Fluorescence 405 nm (rel),QC: Wavelength (nm),QC: Fluorescence 405 nm (rel),QC2: Wavelength (nm),QC2: Fluorescence 405 nm (rel),QC3: Wavelength (nm),QC3: Fluorescence 405 nm (rel),tonic1: Wavelength (nm),tonic1: Fluorescence 405 nm (rel),tonic2: Wavelength (nm),tonic2: Fluorescence 405 nm (rel),tonic3: Wavelength (nm),tonic3: Fluorescence 405 nm (rel)
463.7,0.003482127,463.7,0.011565007,463.7,0.00466239,463.7,0.056494061,463.7,0.231156649,463.7,0.69801068,463.7,0.110183996,463.7,0.110898561,463.7,0.109900419,463.7,0.144620578,463.7,0.145888259,463.7,0.144378558
464.6,0.003435094,464.6,0.004110551,464.6,0.005573534,464.6,0.055343616,464.6,0.230766355,464.6,0.69728955,464.6,0.109975683,464.6,0.111612679,464.6,0.110968526,464.6,0.144026339,464.6,0.146726329,464.6,0.14455775
465.5,0.003383333,465.5,0.010136817,465.5,0.013108494,465.5,0.05526915,465.5,0.231085253,465.5,0.696693443,465.5,0.109362775,465.5,0.110481365,465.5,0.110950886,465.5,0.144300658,465.5,0.145900053,465.5,0.14531102
466.3,0.002894693,466.3,0.0030853,466.3,0.008251047,466.3,0.056131865,466.3,0.230708643,466.3,0.696089846,466.3,0.110079845,466.3,0.110151037,466.3,0.110753224,466.3,0.143845601,466.3,0.145564776,466.3,0.146546872
467.2,0.002630088,467.2,0.003280694,467.2,0.011051461,467.2,0.055753751,467.2,0.228888353,467.2,0.692874946,467.2,0.108984398,467.2,0.109519012,467.2,0.108942837,467.2,0.144198253,467.2,0.144404854,467.2,0.14564709
468.1,0.002236792,468.1,0.00333158,468.1,0.007454111,468.1,0.054141269,468.1,0.227133196,468.1,0.691259104,468.1,0.107740987,468.1,0.108912935,468.1,0.107918202,468.1,0.14421324,468.1,0.144259622,468.1,0.144624087
468.9,0.00321968,468.9,0.007508912,468.9,0.003774235,468.9,0.053441308,468.9,0.225386061,468.9,0.686682142,468.9,0.10731934,468.9,0.10835174,468.9,0.107903088,468.9,0.145807395,468.9,0.144721162,468.9,0.1439599
469.8,0.00397682,469.8,0.013555505,469.8,0.013626339,469.8,0.054040217,469.8,0.226130628,469.8,0.685843874,469.8,0.108074275,469.8,0.108262593,469.8,0.108167939,469.8,0.146184818,469.8,0.145296712,469.8,0.143756015
470.7,0.004305738,470.7,0.006374853,470.7,0.010276882,470.7,0.054917014,470.7,0.225048688,470.7,0.681005146,470.7,0.108041717,470.7,0.108255017,470.7,0.108041502,470.7,0.145126327,470.7,0.145671397,470.7,0.14333139
471.5,0.00435339,471.5,0.014070162,471.5,0.010397878,471.5,0.054836723,471.5,0.224906296,471.5,0.677601927,471.5,0.106476114,471.5,0.107947801,471.5,0.106087446,471.5,0.143935454,471.5,0.144670889,471.5,0.143438475
472.4,0.004006241,472.4,0.007100685,472.4,0.013553596,472.4,0.053544684,472.4,0.222020556,472.4,0.672405653,472.4,0.105011683,472.4,0.106807129,472.4,0.105585935,472.4,0.14284973,472.4,0.144801238,472.4,0.142508667
473.2,0.00427232,473.2,0.006298065,473.2,0.006866849,473.2,0.053092475,473.2,0.220215095,473.2,0.670733197,473.2,0.102761108,473.2,0.105249745,473.2,0.105329064,473.2,0.142333389,473.2,0.143497636,473.2,0.142340279
474.1,0.003779246,474.1,0.009593783,474.1,0.011498915,474.1,0.052013233,474.1,0.217263937,474.1,0.666128417,474.1,0.102823241,474.1,0.103766814,474.1,0.105064728,474.1,0.141609824,474.1,0.143243391,474.1,0.141245537
475,0.003409614,475,0.00845841,475,0.012561584,475,0.051762371,475,0.214566154,475,0.663397213,475,0.101142711,475,0.101821034,475,0.104074876,475,0.141098742,475,0.140967711,475,0.140042051
475.8,0.002425886,475.8,0.010852874,475.8,0.009608539,475.8,0.050239086,475.8,0.211707034,475.8,0.657953472,475.8,0.100382797,475.8,0.100457417,475.8,0.102164352,475.8,0.13938958,475.8,0.140446973,475.8,0.138900432
476.7,0.002100742,476.7,0.005162255,476.7,0.011707238,476.7,0.050186387,476.7,0.209575416,476.7,0.652881361,476.7,0.09814562,476.7,0.09931644,476.7,0.101144681,476.7,0.13794812,476.7,0.138209771,476.7,0.137953287
477.6,0.002343189,477.6,0.006091778,477.6,0.005895544,477.6,0.050508973,477.6,0.206927959,477.6,0.645110995,477.6,0.097268644,477.6,0.098354273,477.6,0.098330247,477.6,0.135778993,477.6,0.137573533,477.6,0.137516826
478.4,0.002180831,478.4,0.006954274,478.4,0.005388771,478.4,0.05020751,478.4,0.205105453,478.4,0.63660774,478.4,0.096039191,478.4,0.096708895,478.4,0.096289582,478.4,0.134446351,478.4,0.136383035,478.4,0.135523698
479.3,0.002200933,479.3,0.009786627,479.3,0.011915855,479.3,0.048311457,479.3,0.201947721,479.3,0.626313768,479.3,0.093958808,479.3,0.094454579,479.3,0.093421181,479.3,0.131785054,479.3,0.134742411,479.3,0.132430981
480.2,0.002121628,480.2,0.002977354,480.2,0.004612202,480.2,0.047130186,480.2,0.198695492,480.2,0.618017402,480.2,0.09083322,480.2,0.09307224,480.2,0.093026679,480.2,0.12981107,480.2,0.133518741,480.2,0.130789481
481,0.002512198,481,0.007135271,481,0.005518546,481,0.046482353,481,0.194516015,481,0.610607904,481,0.088675818,481,0.091439429,481,0.091864136,481,0.127714985,481,0.130918032,481,0.129031052
481.9,0.002409195,481.9,0.005941046,481.9,0.007764908,481.9,0.046626995,481.9,0.191672462,481.9,0.60338605,481.9,0.088137223,481.9,0.089723329,481.9,0.090414131,481.9,0.126432219,481.9,0.129311221,481.9,0.128301975
482.8,0.002245975,482.8,0.010939509,482.8,0.011443436,482.8,0.045112115,482.8,0.188472343,482.8,0.596427413,482.8,0.0869828,482.8,0.086992834,482.8,0.087702605,482.8,0.124519363,482.8,0.126683604,482.8,0.12569758
483.6,0.001870438,483.6,0.002437244,483.6,0.003980672,483.6,0.044145641,483.6,0.184965929,483.6,0.588419232,483.6,0.085521945,483.6,0.084483061,483.6,0.086034993,483.6,0.123281081,483.6,0.124386706,483.6,0.123155349
484.5,0.002139394,484.5,0.005269475,484.5,0.006445524,484.5,0.04358811,484.5,0.181377301,484.5,0.58309134,484.5,0.083067551,484.5,0.083389319,484.5,0.084207496,484.5,0.121360975,484.5,0.123251067,484.5,0.121191328
485.3,0.002075285,485.3,0.006696814,485.3,0.003522376,485.3,0.044050173,485.3,0.178181262,485.3,0.575164012,485.3,0.082760093,485.3,0.082132079,485.3,0.083231739,485.3,0.119842393,485.3,0.121941529,485.3,0.119556521
486.2,0.002521,486.2,0.011931758,486.2,0.0026823,486.2,0.04304931,486.2,0.176182435,486.2,0.566309777,486.2,0.082350599,486.2,0.082327906,486.2,0.08131868,486.2,0.117602363,486.2,0.121087464,486.2,0.119668355
487.1,0.002588117,487.1,0.009206926,487.1,0.011273554,487.1,0.04175062,487.1,0.17231466,487.1,0.558040584,487.1,0.082026862,487.1,0.080801034,487.1,0.080472993,487.1,0.116210567,487.1,0.118521111,487.1,0.117736662
487.9,0.002566584,487.9,0.008528747,487.9,0.005819589,487.9,0.040518196,487.9,0.17064533,487.9,0.549997272,487.9,0.079431045,487.9,0.079726985,487.9,0.078768591,487.9,0.115161661,487.9,0.11680378,487.9,0.115800648
488.8,0.002263834,488.8,0.008816136,488.8,0.011339898,488.8,0.040125045,488.8,0.166943559,488.8,0.544496023,488.8,0.077666118,488.8,0.076692828,488.8,0.077080388,488.8,0.114611989,488.8,0.114707436,488.8,0.113372075
489.7,0.001851667,489.7,0.010315574,489.7,0.00634993,489.7,0.038735107,489.7,0.163173898,489.7,0.535893166,489.7,0.074660494,489.7,0.074420851,489.7,0.074400275,489.7,0.112806029,489.7,0.111694427,489.7,0.111051434
490.5,0.00181482,490.5,0.005766445,490.5,0.010168574,490.5,0.037925143,490.5,0.159253761,490.5,0.52810822,490.5,0.073588768,490.5,0.073135569,490.5,0.07291179,490.5,0.110789103,490.5,0.109241717,490.5,0.110103729
491.4,0.002055555,491.4,0.007910779,491.4,0.006988359,491.4,0.036480751,491.4,0.1550279,491.4,0.519064673,491.4,0.071582882,491.4,0.071939042,491.4,0.071747121,491.4,0.107516541,491.4,0.107307184,491.4,0.107666359
492.3,0.002123471,492.3,0.010019406,492.3,0.00288161,492.3,0.036192796,492.3,0.15279861,492.3,0.510552273,492.3,0.070253682,492.3,0.07039117,492.3,0.071128432,492.3,0.105458008,492.3,0.106722962,492.3,0.106123706
493.1,0.002187081,493.1,0.00921709,493.1,0.009331085,493.1,0.035417529,493.1,0.149923585,493.1,0.502936208,493.1,0.068326945,493.1,0.068533317,493.1,0.069290345,493.1,0.10413302,493.1,0.105417712,493.1,0.103423441
494,0.001839876,494,0.004751532,494,0.00217933,494,0.034750099,494,0.147333636,494,0.494780245,494,0.067105057,494,0.066985057,494,0.067480301,494,0.103204912,494,0.103457098,494,0.101924392
494.8,0.00220734,494.8,0.009506964,494.8,0.012181908,494.8,0.03469024,494.8,0.143959985,494.8,0.485408812,494.8,0.06531847,494.8,0.065760782,494.8,0.065124504,494.8,0.100927176,494.8,0.10205683,494.8,0.100272728
495.7,0.002097095,495.7,0.003628468,495.7,0.006814353,495.7,0.033661721,495.7,0.141239124,495.7,0.477193148,495.7,0.063766943,495.7,0.063504004,495.7,0.063794283,495.7,0.097938094,495.7,0.100027009,495.7,0.098937838
496.6,0.002312513,496.6,0.006129043,496.6,0.008798585,496.6,0.033688497,496.6,0.138011263,496.6,0.469025151,496.6,0.061985783,496.6,0.062085383,496.6,0.062881239,496.6,0.09577401,496.6,0.098975046,496.6,0.097325072
497.4,0.002226333,497.4,0.007280946,497.4,0.009795661,497.4,0.03231229,497.4,0.134854842,497.4,0.46101248,497.4,0.061561332,497.4,0.060543091,497.4,0.061765221,497.4,0.094667476,497.4,0.096285543,497.4,0.095685415
498.3,0.002448788,498.3,0.003361084,498.3,0.005721552,498.3,0.031867062,498.3,0.13011944,498.3,0.451670099,498.3,0.060675712,498.3,0.059718513,498.3,0.060177669,498.3,0.093582184,498.3,0.094704321,498.3,0.093303986
499.2,0.002906768,499.2,0.003569712,499.2,0.012736477,499.2,0.031002524,499.2,0.127503496,499.2,0.443245086,499.2,0.059570376,499.2,0.05859178,499.2,0.059167992,499.2,0.092339687,499.2,0.093394497,499.2,0.091943546
500,0.002406462,500,0.005949971,500,0.008681678,500,0.030450121,500,0.124597238,500,0.435518483,500,0.057206476,500,0.057029631,500,0.057961523,500,0.090848679,500,0.091765715,500,0.090614435
500.9,0.002533884,500.9,0.009571363,500.9,0.005686117,500.9,0.029197285,500.9,0.121010416,500.9,0.426256338,500.9,0.055462216,500.9,0.054851465,500.9,0.055642811,500.9,0.089263275,500.9,0.089655763,500.9,0.088513343
501.8,0.002189155,501.8,0.008703343,501.8,0.00925358,501.8,0.028099368,501.8,0.117596191,501.8,0.416828461,501.8,0.05340016,501.8,0.052652504,501.8,0.053083094,501.8,0.086770099,501.8,0.086658039,501.8,0.085958169
502.6,0.002424009,502.6,0.008987538,502.6,0.010400294,502.6,0.027436755,502.6,0.113923329,502.6,0.409023561,502.6,0.052428148,502.6,0.052088614,502.6,0.052458929,502.6,0.08552992,502.6,0.085164728,502.6,0.084283196
503.5,0.002049012,503.5,0.005315677,503.5,0.011073377,503.5,0.027569971,503.5,0.111931416,503.5,0.40106834,503.5,0.050693823,503.5,0.051353118,503.5,0.052317627,503.5,0.082630736,503.5,0.082851046,503.5,0.083505606
504.4,0.002004813,504.4,0.006406682,504.4,0.003045571,504.4,0.027902859,504.4,0.108738874,504.4,0.391710393,504.4,0.049609153,504.4,0.050626694,504.4,0.05072667,504.4,0.080916702,504.4,0.0808761,504.4,0.081274927
505.2,0.001758106,505.2,0.006384855,505.2,0.009554192,505.2,0.026975544,505.2,0.106790825,505.2,0.382551292,505.2,0.04736423,505.2,0.048504857,505.2,0.048160512,505.2,0.077462214,505.2,0.078110477,505.2,0.078110606
506.1,0.001911368,506.1,0.007690711,506.1,0.010745112,506.1,0.026152218,506.1,0.103599136,506.1,0.374233069,506.1,0.046362557,506.1,0.047206108,506.1,0.046605165,506.1,0.075962685,506.1,0.07720939,506.1,0.076066014
506.9,0.001747015,506.9,0.006533742,506.9,0.005823237,506.9,0.024596125,506.9,0.099476713,506.9,0.364816682,506.9,0.044667405,506.9,0.045324145,506.9,0.045310453,506.9,0.074243611,506.9,0.074922052,506.9,0.074097219
507.8,0.002421788,507.8,0.003262866,507.8,0.003708647,507.8,0.02450082,507.8,0.095373345,507.8,0.354985432,507.8,0.043863841,507.8,0.043736945,507.8,0.044393255,507.8,0.072262222,507.8,0.073658078,507.8,0.073156135
508.7,0.002206027,508.7,0.002391976,508.7,0.003146617,508.7,0.024231328,508.7,0.092061168,508.7,0.345104966,508.7,0.042700875,508.7,0.042213991,508.7,0.043194993,508.7,0.070719278,508.7,0.071394335,508.7,0.071197248
509.5,0.00291066,509.5,0.010475306,509.5,0.00364936,509.5,0.024747737,509.5,0.089011669,509.5,0.33712616,509.5,0.041350025,509.5,0.041313556,509.5,0.042040456,509.5,0.067830405,509.5,0.069134926,509.5,0.069572521
510.4,0.00219133,510.4,0.004506035,510.4,0.011821394,510.4,0.024140276,510.4,0.085461597,510.4,0.32728101,510.4,0.039547483,510.4,0.040050935,510.4,0.039910659,510.4,0.066114561,510.4,0.066587185,510.4,0.066426286
511.3,0.002426522,511.3,0.003600216,511.3,0.006229275,511.3,0.023389786,511.3,0.082476641,511.3,0.318312699,511.3,0.037718488,511.3,0.038756667,511.3,0.038503591,511.3,0.062854575,511.3,0.063608764,511.3,0.063805223
512.1,0.001418049,512.1,0.001520312,512.1,0.002655936,512.1,0.022574822,512.1,0.080221902,512.1,0.310052565,512.1,0.036498359,512.1,0.03809199,512.1,0.037478098,512.1,0.061875438,512.1,0.062710595,512.1,0.061863382
512.9,0.001866495,512.9,0.007280513,512.9,0.008864073,512.9,0.021909439,512.9,0.078162435,512.9,0.302462478,512.9,0.035920187,512.9,0.036845492,512.9,0.036723312,512.9,0.06028287,512.9,0.06160442,512.9,0.060821874
513.7,0.001828899,513.7,0.00465556,513.7,0.003984006,513.7,0.021522526,513.7,0.075984644,513.7,0.295913428,513.7,0.035210831,513.7,0.036245455,513.7,0.036050094,513.7,0.060288265,513.7,0.060723803,513.7,0.05974325
514.5,0.002281417,514.5,0.009748975,514.5,0.003844645,514.5,0.021383328,514.5,0.074647213,514.5,0.289156242,514.5,0.03460741,514.5,0.034615718,514.5,0.035085907,514.5,0.059071544,514.5,0.059142016,514.5,0.058529118
515.3,0.002163838,515.3,0.003422601,515.3,0.010873617,515.3,0.02122364,515.3,0.072983958,515.3,0.282466509,515.3,0.03423112,515.3,0.033909638,515.3,0.03441948,515.3,0.058092231,515.3,0.058013744,515.3,0.056592239
516.1,0.001849076,516.1,0.011277204,516.1,0.010667677,516.1,0.019963053,516.1,0.070202758,516.1,0.273702566,516.1,0.032748372,516.1,0.032591365,516.1,0.032699079,516.1,0.055621143,516.1,0.056138485,516.1,0.054400222
516.9,0.001601319,516.9,0.003788252,516.9,0.009547606,516.9,0.018504309,516.9,0.066859712,516.9,0.264732168,516.9,0.031615451,516.9,0.031571237,516.9,0.031224324,516.9,0.053700136,516.9,0.053758558,516.9,0.052573896
517.7,0.001832622,517.7,0.005030229,517.7,0.008031507,517.7,0.018184607,517.7,0.06449406,517.7,0.257431402,517.7,0.029997727,517.7,0.030891283,517.7,0.030468552,517.7,0.051767923,517.7,0.053133552,517.7,0.051435525
518.5,0.002386334,518.5,0.007834512,518.5,0.005857809,518.5,0.01815821,518.5,0.062870958,518.5,0.251795499,518.5,0.029452035,518.5,0.03007524,518.5,0.030746198,518.5,0.051259998,518.5,0.052092646,518.5,0.051547638
519.3,0.002251526,519.3,0.005560917,519.3,0.007647194,519.3,0.018271097,519.3,0.06034319,519.3,0.244724542,519.3,0.027960131,519.3,0.029012938,519.3,0.029808669,519.3,0.048801744,519.3,0.05067534,519.3,0.050460197
520.1,0.001415068,520.1,0.002243551,520.1,0.006404902,520.1,0.017366184,520.1,0.057496254,520.1,0.236478184,520.1,0.027199214,520.1,0.028220775,520.1,0.028699509,520.1,0.047009602,520.1,0.047513947,520.1,0.048837245
520.9,0.000315579,520.9,0.007905001,520.9,0.00113733,520.9,0.017378567,520.9,0.055690028,520.9,0.229467823,520.9,0.026936867,520.9,0.027228427,520.9,0.02760905,520.9,0.045521963,520.9,0.046460265,520.9,0.046809937
521.7,0.000313195,521.7,0.007552526,521.7,0.008306206,521.7,0.01698844,521.7,0.054401641,521.7,0.223867455,521.7,0.026891091,521.7,0.027301495,521.7,0.027595188,521.7,0.04551822,521.7,0.0461518,521.7,0.045375291
522.5,0.001315074,522.5,0.010553431,522.5,0.002944079,522.5,0.017303577,522.5,0.053038123,522.5,0.218655998,522.5,0.026262854,522.5,0.026528641,522.5,0.027731725,522.5,0.045560635,522.5,0.045698286,522.5,0.044457528
523.3,0.001982141,523.3,0.006720752,523.3,0.009649215,523.3,0.01633954,523.3,0.050965154,523.3,0.212218079,523.3,0.025107904,523.3,0.026031531,523.3,0.02621072,523.3,0.044274337,523.3,0.044490337,523.3,0.04290868
524.1,0.002872535,524.1,0.003304809,524.1,0.003919794,524.1,0.015756678,524.1,0.04974457,524.1,0.205554394,524.1,0.025014531,524.1,0.024973754,524.1,0.0255827,524.1,0.042778982,524.1,0.043260257,524.1,0.042307912
524.9,0.00212656,524.9,0.008679116,524.9,0.008601843,524.9,0.015322364,524.9,0.049129179,524.9,0.199802729,524.9,0.024820425,524.9,0.024564353,524.9,0.024296611,524.9,0.041578896,524.9,0.042485591,524.9,0.041741659
525.7,0.002017131,525.7,0.008258214,525.7,0.010118516,525.7,0.015592054,525.7,0.047190106,525.7,0.193241702,525.7,0.023907168,525.7,0.024157506,525.7,0.024121417,525.7,0.040130558,525.7,0.041302664,525.7,0.041141729
526.5,0.001885667,526.5,0.003984056,526.5,0.010820521,526.5,0.016007308,526.5,0.045906979,526.5,0.186956628,526.5,0.022679455,526.5,0.02354201,526.5,0.023977829,526.5,0.039783158,526.5,0.040657079,526.5,0.039515346
527.3,0.002328509,527.3,0.008278672,527.3,0.012096316,527.3,0.01515001,527.3,0.043764194,527.3,0.181123394,527.3,0.021361118,527.3,0.022809165,527.3,0.023870972,527.3,0.038173715,527.3,0.039200863,527.3,0.038379515
528.1,0.002664169,528.1,0.006309678,528.1,0.008237355,528.1,0.014552569,528.1,0.043037326,528.1,0.175092886,528.1,0.020897658,528.1,0.022143112,528.1,0.023341603,528.1,0.037643342,528.1,0.037923874,528.1,0.037270562
528.9,0.002080725,528.9,0.003818576,528.9,0.01115217,528.9,0.013670881,528.9,0.041103045,528.9,0.169463,528.9,0.020099755,528.9,0.021997009,528.9,0.021515819,528.9,0.036574094,528.9,0.036208057,528.9,0.036186662
529.7,0.001531825,529.7,0.008610902,529.7,0.007721273,529.7,0.013769809,529.7,0.040065473,529.7,0.163774116,529.7,0.019527316,529.7,0.021235212,529.7,0.020575783,529.7,0.036529959,529.7,0.035777327,529.7,0.035050783
530.5,0.001301386,530.5,0.008936314,530.5,0.007966697,530.5,0.014015074,530.5,0.038359648,530.5,0.158905301,530.5,0.019706867,530.5,0.021100646,530.5,0.020173354,530.5,0.035441163,530.5,0.035311012,530.5,0.034766942
531.2,0.001432087,531.2,0.009286179,531.2,0.002588304,531.2,0.014224909,531.2,0.037765942,531.2,0.15407088,531.2,0.019299276,531.2,0.019931,531.2,0.020242793,531.2,0.034410914,531.2,0.034747463,531.2,0.034108679
532,0.001337544,532,0.007815918,532,0.001818443,532,0.013076435,532,0.036584784,532,0.149406871,532,0.019442416,532,0.019827013,532,0.019475783,532,0.032703637,532,0.033824622,532,0.032751857
532.8,0.001504161,532.8,0.011251197,532.8,0.010588512,532.8,0.012443351,532.8,0.035216761,532.8,0.14524267,532.8,0.019143044,532.8,0.019329584,532.8,0.018852664,532.8,0.03240092,532.8,0.033384939,532.8,0.031198935
533.6,0.001536626,533.6,0.006127988,533.6,0.006876546,533.6,0.011885765,533.6,0.03402849,533.6,0.140928298,533.6,0.019235961,533.6,0.019079806,533.6,0.018659689,533.6,0.031556912,533.6,0.032464352,533.6,0.029987177
534.4,0.002267571,534.4,0.00810063,534.4,0.005836252,534.4,0.012525738,534.4,0.032556843,534.4,0.135515113,534.4,0.018975443,534.4,0.018445567,534.4,0.018033187,534.4,0.031054788,534.4,0.032011338,534.4,0.029633977
535.2,0.002275221,535.2,0.004335221,535.2,0.003806903,535.2,0.012485579,535.2,0.031864844,535.2,0.130477991,535.2,0.017962865,535.2,0.017291798,535.2,0.017582061,535.2,0.030105398,535.2,0.030477246,535.2,0.028610598
536,0.002358932,536,0.003532398,536,0.002992391,536,0.012502079,536,0.031684836,536,0.125691954,536,0.018087445,536,0.017250988,536,0.017159794,536,0.030405759,536,0.03016193,536,0.028214187
536.8,0.001910159,536.8,0.00455145,536.8,0.003075925,536.8,0.011939019,536.8,0.030085418,536.8,0.121362392,536.8,0.017070694,536.8,0.01694811,536.8,0.016806106,536.8,0.029360029,536.8,0.028763984,536.8,0.027106401
537.6,0.00171561,537.6,0.001787295,537.6,0.005666001,537.6,0.012070412,537.6,0.029343459,537.6,0.115659474,537.6,0.016726065,537.6,0.017147744,537.6,0.015902557,537.6,0.028657654,537.6,0.02818129,537.6,0.026864667
538.4,0.001923411,538.4,0.005865089,538.4,0.009417853,538.4,0.012351796,538.4,0.028278078,538.4,0.110374817,538.4,0.016462991,538.4,0.016862261,538.4,0.015545656,538.4,0.026979169,538.4,0.02790391,538.4,0.026818996
539.2,0.001484214,539.2,0.00468451,539.2,0.002615695,539.2,0.012452888,539.2,0.028451228,539.2,0.105898432,539.2,0.01675558,539.2,0.016478024,539.2,0.014874858,539.2,0.02598147,539.2,0.026855294,539.2,0.026774486
540,0.001690509,540,0.009033505,540,0.011464917,540,0.011286004,540,0.027849018,540,0.102377413,540,0.016399083,540,0.016534852,540,0.014741903,540,0.025390828,540,0.026504241,540,0.02553465
540.8,0.001449793,540.8,0.008505372,540.8,0.006230509,540.8,0.010415161,540.8,0.026445766,540.8,0.098782843,540.8,0.015525324,540.8,0.016099411,540.8,0.014632094,540.8,0.024523373,540.8,0.025584183,540.8,0.024889362
541.6,0.001574258,541.6,0.008658099,541.6,0.003140419,541.6,0.010231964,541.6,0.025270756,541.6,0.094461919,541.6,0.014450281,541.6,0.015212154,541.6,0.014841918,541.6,0.023994134,541.6,0.024888807,541.6,0.022972734
542.4,0.001597318,542.4,0.006660313,542.4,0.005827281,542.4,0.01096511,542.4,0.024000322,542.4,0.090336909,542.4,0.013819471,542.4,0.014475266,542.4,0.014297121,542.4,0.023563485,542.4,0.024073078,542.4,0.02302707
543.2,0.001853199,543.2,0.009720164,543.2,0.010283847,543.2,0.010395279,543.2,0.022972892,543.2,0.085835858,543.2,0.013152069,543.2,0.013806937,543.2,0.013555631,543.2,0.022939014,543.2,0.023033587,543.2,0.021688941
544,0.002444628,544,0.005457598,544,0.002746309,544,0.010315079,544,0.022309686,544,0.081799614,544,0.012938391,544,0.013887685,544,0.013274796,544,0.022231902,544,0.022999714,544,0.021681773
544.8,0.002856186,544.8,0.006574274,544.8,0.011450735,544.8,0.010037139,544.8,0.02156667,544.8,0.078203335,544.8,0.012823538,544.8,0.012971335,544.8,0.013371803,544.8,0.022002052,544.8,0.022671809,544.8,0.021093659
545.6,0.002560657,545.6,0.008137947,545.6,0.005533808,545.6,0.009769588,545.6,0.021077637,545.6,0.075504645,545.6,0.01269823,545.6,0.012534322,545.6,0.012676488,545.6,0.021490657,545.6,0.022183703,545.6,0.021135029
546.4,0.002032114,546.4,0.010599781,546.4,0.008173732,546.4,0.009224659,546.4,0.02046378,546.4,0.073679047,546.4,0.012687162,546.4,0.012688583,546.4,0.012455316,546.4,0.021416699,546.4,0.02121077,546.4,0.020626224
547.2,0.00053669,547.2,0.004268752,547.2,0.009330033,547.2,0.008866559,547.2,0.019486111,547.2,0.070704228,547.2,0.012555933,547.2,0.01297751,547.2,0.011957338,547.2,0.020048889,547.2,0.020094392,547.2,0.01988272
548,4.25E-05,548,0.009795686,548,0.002690292,548,0.008710452,548,0.018876815,548,0.067488969,548,0.011768635,548,0.012445041,548,0.0122032,548,0.019028902,548,0.019775217,548,0.01870088
548.8,0.000204179,548.8,0.007658444,548.8,0.007864659,548.8,0.008669165,548.8,0.018307138,548.8,0.064785263,548.8,0.011412306,548.8,0.011796859,548.8,0.011579119,548.8,0.018666723,548.8,0.020207733,548.8,0.018618508
549.6,0.000857906,549.6,0.010174927,549.6,0.00634803,549.6,0.008330859,549.6,0.018830742,549.6,0.063240477,549.6,0.011844023,549.6,0.011666345,549.6,0.011020645,549.6,0.018787388,549.6,0.019903178,549.6,0.018318978
550.3,0.001406085,550.3,0.004739873,550.3,0.002492615,550.3,0.008363446,550.3,0.018278067,550.3,0.061054616,550.3,0.012088522,550.3,0.011924617,550.3,0.010257671,550.3,0.019097505,550.3,0.019412527,550.3,0.017880812
551.1,0.001859845,551.1,0.006473256,551.1,0.002143674,551.1,0.008347839,551.1,0.017746557,551.1,0.058271745,551.1,0.011755997,551.1,0.012138867,551.1,0.010083605,551.1,0.018739057,551.1,0.018620102,551.1,0.017763477
551.9,0.002396254,551.9,0.004727546,551.9,0.008411849,551.9,0.008216852,551.9,0.016874948,551.9,0.054751889,551.9,0.010795777,551.9,0.011696132,551.9,0.010576855,551.9,0.018360815,551.9,0.017949966,551.9,0.01693492
552.7,0.002421337,552.7,0.004552737,552.7,0.002920161,552.7,0.008668864,552.7,0.016245299,552.7,0.053012318,552.7,0.010469357,552.7,0.01146182,552.7,0.010860049,552.7,0.017441826,552.7,0.017593237,552.7,0.016891629
553.5,0.002094724,553.5,0.006984105,553.5,0.011316373,553.5,0.00867684,553.5,0.015937753,553.5,0.050949858,553.5,0.010310208,553.5,0.010693904,553.5,0.010580341,553.5,0.017271973,553.5,0.016578754,553.5,0.016439404
554.3,0.002273165,554.3,0.006239143,554.3,0.009096478,554.3,0.009128867,554.3,0.016070158,554.3,0.049606302,554.3,0.010488572,554.3,0.010570072,554.3,0.010214539,554.3,0.017116049,554.3,0.016954901,554.3,0.016545164
555.1,0.002185784,555.1,0.009624864,555.1,0.004760362,555.1,0.008886283,555.1,0.016103749,555.1,0.047394114,555.1,0.010338938,555.1,0.010853536,555.1,0.01009591,555.1,0.017433749,555.1,0.016956606,555.1,0.016121529
555.9,0.002600822,555.9,0.004907299,555.9,0.002840586,555.9,0.008934124,555.9,0.016415615,555.9,0.045766496,555.9,0.010043306,555.9,0.011114213,555.9,0.010840469,555.9,0.016938001,555.9,0.017128175,555.9,0.015672185
556.7,0.001687694,556.7,0.005729564,556.7,0.002695923,556.7,0.008604042,556.7,0.015960707,556.7,0.044199311,556.7,0.010339049,556.7,0.010832963,556.7,0.010546335,556.7,0.016353023,556.7,0.016909101,556.7,0.015684024
557.5,0.002074073,557.5,0.01016264,557.5,0.006435139,557.5,0.008585306,557.5,0.015416335,557.5,0.04306348,557.5,0.010335922,557.5,0.010677461,557.5,0.010465727,557.5,0.016375252,557.5,0.016642912,557.5,0.015471142
558.3,0.002449998,558.3,0.012190746,558.3,0.010909262,558.3,0.008996099,558.3,0.015359128,558.3,0.041649234,558.3,0.010518635,558.3,0.010791306,558.3,0.009724472,558.3,0.016472247,558.3,0.017322037,558.3,0.015523299
