blank: Wavelength (nm),blank: Fluorescence 405 nm (rel),blank: Wavelength (nm),blank: Fluorescence 405 nm (rel),blank: Wavelength (nm),blank: Fluorescence 405 nm (rel),low std: Wavelength (nm),low std: Fluorescence 405 nm (rel),med: Wavelength (nm),med: Fluorescence 405 nm (rel),hi: Wavelength (nm),hi: Fluorescence 405 nm (rel),QC: Wavelength (nm),QC: Fluorescence 405 nm (rel),QC2: Wavelength (nm),QC2: Fluorescence 405 nm (rel),QC3: Wavelength (nm),QC3: Fluorescence 405 nm (rel),tonic1: Wavelength (nm),tonic1: Fluorescence 405 nm (rel),tonic2: Wavelength (nm),tonic2: Fluorescence 405 nm (rel),tonic3: Wavelength (nm),tonic3: Fluorescence 405 nm (rel)
647,0.000841712,647,0.009433859,647,0.001051146,647,0.000459401,647,0.00184049,647,0.003390351,647,0.000994946,647,0.001195227,647,0.002461648,647,0.002533186,647,0.0024969,647,0.002718272
647.7,0.001245817,647.7,0.002814531,647.7,0.003248873,647.7,0.001249174,647.7,0.002236857,647.7,0.003344245,647.7,0.001021989,647.7,0.000642902,647.7,0.002579959,647.7,0.002779768,647.7,0.002862283,647.7,0.003149084
648.5,0.00111199,648.5,0.008598775,648.5,0.003154576,648.5,0.001061114,648.5,0.001864536,648.5,0.003105308,648.5,0.000892476,648.5,0.000290447,648.5,0.002854115,648.5,0.002174998,648.5,0.002327238,648.5,0.002421198
649.2,0.000426047,649.2,0.0074339,649.2,0.007340859,649.2,0.001125781,649.2,0.00148671,649.2,0.002483803,649.2,0.000573242,649.2,0.000756288,649.2,0.002526154,649.2,0.002113923,649.2,0.001232347,649.2,0.001791988
650,0.000638721,650,0.001598691,650,0.007957474,650,0.001007947,650,0.000952249,650,0.002405695,650,0.000229809,650,0.001228114,650,0.002447189,650,0.002196763,650,0.00132974,650,0.001079356
650.7,0.001399408,650.7,0.005976791,650.7,0.008012487,650.7,0.001655005,650.7,0.001118933,650.7,0.002525917,650.7,0.00015285,650.7,0.001777035,650.7,0.002399539,650.7,0.002966086,650.7,0.002122292,650.7,0.001096248
651.4,0.001882816,651.4,0.00721196,651.4,0.003438251,651.4,0.002014453,651.4,0.002786967,651.4,0.002467863,651.4,0.000831618,651.4,0.001966025,651.4,0.003149893,651.4,0.00282713,651.4,0.00311283,651.4,0.002389776
652.2,0.001256789,652.2,0.009877404,652.2,0.003825122,652.2,0.002201179,652.2,0.002638806,652.2,0.002980048,652.2,0.001447062,652.2,0.001789424,652.2,0.003097311,652.2,0.002288954,652.2,0.003377081,652.2,0.002684136
652.9,0.000563718,652.9,0.000600892,652.9,0.003113212,652.9,0.001859387,652.9,0.002566498,652.9,0.002636538,652.9,0.001397995,652.9,0.00221389,652.9,0.002826984,652.9,0.002240752,652.9,0.003024102,652.9,0.002771968
653.7,0.000526383,653.7,0.005900282,653.7,0.001306441,653.7,0.001672311,653.7,0.001607993,653.7,0.003078051,653.7,0.002126153,653.7,0.002069886,653.7,0.002304168,653.7,0.002158743,653.7,0.003092817,653.7,0.002250871
654.4,0.000746418,654.4,0.007736916,654.4,0.007590062,654.4,0.001572002,654.4,0.001756508,654.4,0.00240512,654.4,0.001114913,654.4,0.001641526,654.4,0.002010968,654.4,0.002166029,654.4,0.002958853,654.4,0.001651169
655.1,0.000826347,655.1,0.000931668,655.1,0.01041929,655.1,0.001148209,655.1,0.001659797,655.1,0.002472715,655.1,0.001533083,655.1,0.000730495,655.1,0.001758404,655.1,0.002608123,655.1,0.002730231,655.1,0.001506269
655.9,0.001258731,655.9,0.00416749,655.9,0.009618295,655.9,0.001032266,655.9,0.000896524,655.9,0.00212599,655.9,0.000292959,655.9,-3.62E-05,655.9,0.001960035,655.9,0.002288071,655.9,0.002135587,655.9,0.001715666
656.6,0.00116678,656.6,0.00921124,656.6,0.003620256,656.6,0.00020094,656.6,0.00049213,656.6,0.002065008,656.6,0.000708004,656.6,-0.000583412,656.6,0.00257388,656.6,0.002690166,656.6,0.001996278,656.6,0.001830284
657.4,0.001110556,657.4,0.005778958,657.4,0.006989514,657.4,-0.000213434,657.4,0.000317074,657.4,0.002601067,657.4,0.000502834,657.4,-0.00069053,657.4,0.002478145,657.4,0.001875674,657.4,0.001521758,657.4,0.002207941
658.1,0.000586178,658.1,0.003963556,658.1,0.008517135,658.1,-0.000385778,658.1,0.001383472,658.1,0.002957359,658.1,0.000704111,658.1,8.49E-05,658.1,0.002383362,658.1,0.001975418,658.1,0.001780742,658.1,0.001989191
658.8,0.000814127,658.8,0.009439943,658.8,0.009285396,658.8,0.000705576,658.8,0.001938538,658.8,0.003158631,658.8,0.001183421,658.8,0.001201197,658.8,0.001709171,658.8,0.001988165,658.8,0.001637679,658.8,0.002818002
659.6,0.000140452,659.6,0.008092281,659.6,0.000931652,659.6,0.000971969,659.6,0.001710857,659.6,0.002750233,659.6,0.000965168,659.6,0.001442652,659.6,0.001665704,659.6,0.001744991,659.6,0.001919619,659.6,0.002353629
660.3,0.000155248,660.3,0.001924841,660.3,0.008992387,660.3,0.001245818,660.3,0.001246076,660.3,0.002286244,660.3,0.000907603,660.3,0.001298973,660.3,0.001485857,660.3,0.001603014,660.3,0.001365299,660.3,0.002000711
661.1,-0.000459729,661.1,0.006147031,661.1,0.001505488,661.1,0.000680791,661.1,0.000923805,661.1,0.002024252,661.1,0.000538839,661.1,0.001170391,661.1,0.001897021,661.1,0.001237708,661.1,0.001636145,661.1,0.00161131
661.8,8.69E-05,661.8,0.009052763,661.8,0.00999786,661.8,0.000796235,661.8,0.001249345,661.8,0.002239721,661.8,0.00106235,661.8,0.001377151,661.8,0.001953202,661.8,0.001686399,661.8,0.001899781,661.8,0.001825009
662.6,0.000292507,662.6,0.007335859,662.6,0.008717206,662.6,0.000767663,662.6,0.001299125,662.6,0.003046287,662.6,0.001185308,662.6,0.001904758,662.6,0.001903983,662.6,0.002201096,662.6,0.002720118,662.6,0.001955726
663.3,0.000601217,663.3,0.003455647,663.3,0.001445682,663.3,0.000715632,663.3,0.00173693,663.3,0.003198197,663.3,0.001320077,663.3,0.002055854,663.3,0.001611711,663.3,0.002336683,663.3,0.003011508,663.3,0.001940665
664,0.000369948,664,0.000870575,664,0.000808139,664,0.000480911,664,0.001384195,664,0.002463995,664,0.001308268,664,0.001352731,664,0.001506047,664,0.002408298,664,0.003008177,664,0.002203417
664.8,-0.000258459,664.8,0.008542053,664.8,0.001580141,664.8,0.000293236,664.8,0.000654175,664.8,0.001869944,664.8,0.000669497,664.8,0.0002715,664.8,0.000883625,664.8,0.001626593,664.8,0.00208872,664.8,0.002045809
665.5,-0.000196152,665.5,0.005470912,665.5,0.0048921,665.5,0.000931518,665.5,0.000140625,665.5,0.002454979,665.5,0.000543346,665.5,-0.000224863,665.5,0.001047608,665.5,0.001877585,665.5,0.001354039,665.5,0.001997248
666.3,-0.000138813,666.3,0.004136906,666.3,0.000240836,666.3,0.001374488,666.3,0.000440716,666.3,0.002677526,666.3,-0.000430644,666.3,0.000163046,666.3,0.000874201,666.3,0.001255647,666.3,0.000822506,666.3,0.001818648
667,0.000619851,667,0.006017064,667,0.004607595,667,0.002202215,667,0.001103023,667,0.001969454,667,0.000215198,667,0.00066518,667,0.001482321,667,0.001952493,667,0.001184384,667,0.001761359
667.8,0.000627462,667.8,0.001842575,667.8,0.006128303,667.8,0.001228361,667.8,0.001393934,667.8,0.001300385,667.8,0.000277891,667.8,0.000853606,667.8,0.001487397,667.8,0.001899907,667.8,0.001551929,667.8,0.001661407
668.5,0.000827889,668.5,0.00724201,668.5,0.009011132,668.5,0.001733569,668.5,0.001576265,668.5,0.001686774,668.5,0.001569205,668.5,0.001624868,668.5,0.00228792,668.5,0.001999573,668.5,0.00210018,668.5,0.002027125
669.3,0.000200041,669.3,0.005264878,669.3,0.001729765,669.3,0.001072096,669.3,0.001587201,669.3,0.002616336,669.3,0.001130727,669.3,0.001151949,669.3,0.002305706,669.3,0.001918365,669.3,0.001706443,669.3,0.0017324
670,-0.000183414,670,0.007170197,670,0.002894703,670,0.00150644,670,0.001337102,670,0.002552128,670,0.00053113,670,0.000692678,670,0.002239795,670,0.001649306,670,0.001880758,670,0.00212366
670.8,-0.000778412,670.8,0.00621065,670.8,0.007701886,670.8,0.001037869,670.8,0.000968399,670.8,0.002439011,670.8,-2.78E-05,670.8,-0.000521323,670.8,0.001742766,670.8,0.001495791,670.8,0.001537843,670.8,0.001729939
671.5,-0.000581501,671.5,0.007038275,671.5,0.005056342,671.5,0.000465279,671.5,0.000793543,671.5,0.002709369,671.5,1.08E-05,671.5,-0.000781534,671.5,0.002101739,671.5,0.001605941,671.5,0.001988917,671.5,0.002137983
672.3,3.96E-05,672.3,0.001669441,672.3,0.001301512,672.3,0.000153111,672.3,0.001373263,672.3,0.002928348,672.3,0.0010184,672.3,-0.000272388,672.3,0.002455026,672.3,0.001502097,672.3,0.001958244,672.3,0.001756923
673,0.000822768,673,0.002901151,673,0.004072276,673,-0.00045252,673,0.001186299,673,0.002268929,673,0.000683279,673,-6.01E-05,673,0.002250158,673,0.001365094,673,0.001882451,673,0.001429672
673.8,0.001758369,673.8,0.002751563,673.8,0.011630039,673.8,0.000507195,673.8,0.001751653,673.8,0.002068816,673.8,0.001449256,673.8,0.001257805,673.8,0.00233505,673.8,0.001671275,673.8,0.002327257,673.8,0.001967472
674.5,0.001737121,674.5,0.010824665,674.5,0.01027392,674.5,0.001247123,674.5,0.001140617,674.5,0.002339437,674.5,0.000713386,674.5,0.001570646,674.5,0.002198405,674.5,0.001514853,674.5,0.002020134,674.5,0.002217433
675.3,0.001185849,675.3,0.004950812,675.3,0.002465181,675.3,0.00141564,675.3,0.001168802,675.3,0.002026623,675.3,0.000457473,675.3,0.001797693,675.3,0.002746561,675.3,0.001404404,675.3,0.002299678,675.3,0.00235663
676,0.000307818,676,0.004454937,676,0.005914534,676,0.000807921,676,0.000943342,676,0.001978457,676,0.000212257,676,0.000955782,676,0.002551134,676,0.001315814,676,0.001904547,676,0.002250762
676.8,-0.000100254,676.8,0.00675621,676.8,0.00841527,676.8,0.000109724,676.8,0.000913217,676.8,0.001526491,676.8,0.000571261,676.8,0.000830096,676.8,0.002188708,676.8,0.00144324,676.8,0.001889927,676.8,0.001842705
677.5,0.000500701,677.5,0.007438558,677.5,0.009854069,677.5,0.000962098,677.5,0.001051898,677.5,0.002918796,677.5,0.001217894,677.5,0.001262364,677.5,0.002216411,677.5,0.002238022,677.5,0.0018384,677.5,0.0024834
678.3,9.43E-05,678.3,0.002053707,678.3,0.001723215,678.3,0.000630593,678.3,0.000658401,678.3,0.002493358,678.3,0.001547576,678.3,0.001367339,678.3,0.001743654,678.3,0.001800562,678.3,0.002299776,678.3,0.001799701
679,0.000689398,679,0.009167612,679,0.003660125,679,0.00153045,679,0.001252625,679,0.00296964,679,0.00203849,679,0.001599971,679,0.002600469,679,0.001768026,679,0.00229307,679,0.001942797
679.8,0.000242721,679.8,0.001593123,679.8,0.009998056,679.8,0.001276535,679.8,0.001085681,679.8,0.002264507,679.8,0.001722549,679.8,0.001390815,679.8,0.002312027,679.8,0.001458134,679.8,0.001924594,679.8,0.000951084
680.5,0.000592576,680.5,0.007274845,680.5,0.002330361,680.5,0.001362102,680.5,0.001175553,680.5,0.001335114,680.5,0.001291597,680.5,0.001239644,680.5,0.002053246,680.5,0.000934209,680.5,0.00124227,680.5,0.000603638
681.3,0.000611318,681.3,0.001012603,681.3,0.007817136,681.3,0.000853986,681.3,0.000916224,681.3,0.000684101,681.3,3.28E-05,681.3,0.000691934,681.3,0.001592448,681.3,0.00113113,681.3,0.000869308,681.3,0.000545766
682,0.0012792,682,0.001959656,682,0.004731517,682,0.00086676,682,0.001258711,682,0.001073927,682,0.000510449,682,0.000511869,682,0.001685312,682,0.000735005,682,0.000680642,682,0.000921813
682.8,0.001364221,682.8,0.008237122,682.8,0.005231087,682.8,0.000829484,682.8,0.001106969,682.8,0.002543338,682.8,0.000741753,682.8,0.000301505,682.8,0.002124227,682.8,0.001071369,682.8,0.000644207,682.8,0.001531978
683.5,0.001321826,683.5,0.008258862,683.5,0.005267495,683.5,0.001403539,683.5,0.001605281,683.5,0.003230365,683.5,0.001335603,683.5,0.000773903,683.5,0.003012694,683.5,0.001706582,683.5,0.001147638,683.5,0.002544374
684.3,0.000401517,684.3,0.008949315,684.3,0.006412392,684.3,0.000997227,684.3,0.001544206,684.3,0.002953066,684.3,0.001249579,684.3,0.000850646,684.3,0.002914494,684.3,0.001788422,684.3,0.001524834,684.3,0.002628736
685,0.000194531,685,0.007248743,685,0.007713377,685,0.001235328,685,0.001405193,685,0.002624593,685,0.000935805,685,0.001119746,685,0.002874439,685,0.001687281,685,0.001842122,685,0.002189213
685.8,-4.40E-05,685.8,0.00866869,685.8,0.000553011,685.8,0.000516432,685.8,0.000601922,685.8,0.001844552,685.8,0.000607777,685.8,0.000654827,685.8,0.001716445,685.8,0.000809106,685.8,0.001275604,685.8,0.000644668
686.5,0.000521213,686.5,0.005973439,686.5,0.007470731,686.5,0.000280044,686.5,0.000356071,686.5,0.001815785,686.5,0.000403254,686.5,0.00094539,686.5,0.002343757,686.5,0.001295993,686.5,0.001805582,686.5,0.000716533
687.3,0.00094018,687.3,0.004466432,687.3,0.004110888,687.3,0.000630991,687.3,0.000729405,687.3,0.001946314,687.3,0.000371052,687.3,0.001052671,687.3,0.001729511,687.3,0.001536731,687.3,0.00198691,687.3,0.00128015
688,0.001309274,688,0.009498672,688,0.004183383,688,0.000567058,688,0.000801492,688,0.002592548,688,0.000694563,688,0.000922411,688,0.002741663,688,0.001532129,688,0.002886258,688,0.001614779
688.8,0.000838828,688.8,0.006887414,688.8,0.004250494,688.8,0.000694109,688.8,0.000616025,688.8,0.002385497,688.8,0.000198311,688.8,0.000371052,688.8,0.001723629,688.8,0.001276903,688.8,0.002375295,688.8,0.001422396
689.5,0.000831937,689.5,0.010085341,689.5,0.004482235,689.5,-0.000468118,689.5,0.000214839,689.5,0.001444514,689.5,-0.00020976,689.5,9.47E-06,689.5,0.002159239,689.5,0.000932533,689.5,0.001404181,689.5,0.00132855
690.3,0.000550819,690.3,0.009788396,690.3,0.005774607,690.3,-0.000527228,690.3,0.000215205,690.3,0.000565068,690.3,-2.15E-07,690.3,0.00028361,690.3,0.001067198,690.3,0.001224846,690.3,0.000922509,690.3,0.001308362
691,0.001192813,691,0.009604926,691,0.008926786,691,0.000135395,691,0.000538611,691,0.000872988,691,0.000757138,691,0.000529527,691,0.001524952,691,0.001259844,691,0.001024656,691,0.001674855
691.8,0.001038926,691.8,0.005179058,691.8,0.004693442,691.8,0.001370297,691.8,0.000742078,691.8,0.000901651,691.8,0.001006211,691.8,0.00043167,691.8,0.001625003,691.8,0.001340122,691.8,0.001414893,691.8,0.001083565
692.5,0.000788855,692.5,0.006949969,692.5,0.007726209,692.5,0.001140863,692.5,0.000934513,692.5,0.001101823,692.5,0.000522847,692.5,0.000495859,692.5,0.001755392,692.5,0.000732769,692.5,0.001415307,692.5,0.001223463
693.3,1.24E-05,693.3,0.001544239,693.3,0.007104981,693.3,0.000807697,693.3,0.001130776,693.3,0.001047574,693.3,0.000386825,693.3,0.000873768,693.3,0.002194405,693.3,0.000601049,693.3,0.001261196,693.3,0.000901487
694,-0.000289136,694,0.004781027,694,0.00588915,694,0.000411558,694,0.001202992,694,0.001479645,694,0.000556276,694,0.001719924,694,0.002345892,694,0.000133441,694,0.001298983,694,0.001655528
694.8,-0.000141405,694.8,0.002356423,694.8,0.008312582,694.8,0.000610947,694.8,0.000913386,694.8,0.001493943,694.8,0.000854672,694.8,0.001639523,694.8,0.00242304,694.8,0.000436139,694.8,0.001541422,694.8,0.001755919
695.5,0.000534157,695.5,0.007058693,695.5,0.000642949,695.5,0.000283584,695.5,0.000610939,695.5,0.001386804,695.5,0.000519524,695.5,0.000801559,695.5,0.001945623,695.5,0.000675196,695.5,0.001392098,695.5,0.001124524
696.3,0.000517112,696.3,0.001533119,696.3,0.001526073,696.3,-3.39E-05,696.3,0.000495765,696.3,0.001091724,696.3,0.000129762,696.3,-5.13E-05,696.3,0.001909635,696.3,0.001064438,696.3,0.001511052,696.3,0.000372372
697,0.000412788,697,0.007581511,697,0.001598979,697,-0.000284532,697,0.000970748,697,0.001595117,697,0.00027162,697,-8.93E-05,697,0.002072163,697,0.001201997,697,0.001564258,697,0.000316252
697.8,0.000719708,697.8,0.009160023,697.8,0.008195281,697.8,7.62E-06,697.8,0.001178764,697.8,0.000966412,697.8,0.000569042,697.8,0.000155487,697.8,0.002134887,697.8,0.001308465,697.8,0.001748279,697.8,0.001391977
698.5,0.000477088,698.5,0.006130851,698.5,0.005982323,698.5,7.15E-05,698.5,0.001500913,698.5,0.001070746,698.5,0.001374183,698.5,0.000448375,698.5,0.002289142,698.5,0.00116829,698.5,0.001664921,698.5,0.00141624
699.3,0.000969832,699.3,0.006869515,699.3,0.009643958,699.3,0.000982661,699.3,0.000944173,699.3,0.000782599,699.3,0.001545006,699.3,0.000685387,699.3,0.002393776,699.3,0.001029975,699.3,0.00094202,699.3,0.001446719
700,0.000940933,700,0.006702301,700,0.007399292,700,0.001597843,700,0.000979853,700,0.001666427,700,0.001194948,700,0.001346195,700,0.003224272,700,0.000849531,700,0.001350544,700,0.001615021
700.8,0.001429782,700.8,0.008300494,700.8,0.006811498,700.8,0.001879207,700.8,0.000743631,700.8,0.001902157,700.8,0.001270473,700.8,0.001723988,700.8,0.003004579,700.8,0.001564851,700.8,0.001747282,700.8,0.002232229
701.5,0.000750848,701.5,0.000759429,701.5,0.002802964,701.5,0.001231153,701.5,0.00085433,701.5,0.002189051,701.5,0.001160644,701.5,0.001527954,701.5,0.002285646,701.5,0.001653819,701.5,0.002300238,701.5,0.001925008
702.3,-1.93E-05,702.3,0.000337362,702.3,0.001335992,702.3,8.05E-05,702.3,0.000584329,702.3,0.002150588,702.3,0.001450212,702.3,0.001090919,702.3,0.001164181,702.3,0.00163173,702.3,0.001666037,702.3,0.001143606
703,-0.000602207,703,0.003266498,703,0.002659432,703,-0.000200334,703,0.000523795,703,0.002174108,703,0.000877381,703,0.000596483,703,0.00062153,703,0.000992589,703,0.001403026,703,0.000330691
703.8,-0.000443183,703.8,0.000615871,703.8,0.008611436,703.8,0.000350389,703.8,0.000627825,703.8,0.001834107,703.8,0.000489064,703.8,0.000527498,703.8,0.000873626,703.8,0.001197373,703.8,0.001364239,703.8,0.000803987
704.5,0.000220298,704.5,0.007938543,704.5,0.007792012,704.5,0.000373418,704.5,0.000182599,704.5,0.001662457,704.5,0.00031928,704.5,0.000177822,704.5,0.001303714,704.5,0.00123064,704.5,0.001133251,704.5,0.000949189
705.3,0.000958078,705.3,0.003232858,705.3,0.010766543,705.3,0.000473336,705.3,3.28E-05,705.3,0.001752251,705.3,0.000706711,705.3,0.000548014,705.3,0.002022729,705.3,0.000793528,705.3,0.001173892,705.3,0.00154935
706,0.000878946,706,0.003497544,706,0.007829898,706,-5.61E-05,706,-0.000519,706,0.00142868,706,0.000970203,706,9.61E-05,706,0.0017009,706,0.000127243,706,0.000852861,706,0.001775885
706.8,6.87E-05,706.8,0.008054603,706.8,0.009109294,706.8,-0.000246537,706.8,0.000230695,706.8,0.001305477,706.8,0.000775512,706.8,-0.000217479,706.8,0.001360751,706.8,-0.000803622,706.8,0.000929366,706.8,0.002071131
707.5,7.55E-05,707.5,0.007744333,707.5,0.002817967,707.5,-0.000677868,707.5,0.000776533,707.5,0.001474203,707.5,0.000308865,707.5,-0.00042066,707.5,0.001394307,707.5,-0.000978382,707.5,0.001425258,707.5,0.00162771
708.3,0.000727814,708.3,0.001314767,708.3,0.002696785,708.3,-0.000605041,708.3,0.001427948,708.3,0.001714089,708.3,0.000262034,708.3,-3.27E-05,708.3,0.001926057,708.3,-0.00066449,708.3,0.000616492,708.3,0.00126062
709.1,0.00123374,709.1,0.005432861,709.1,0.002996921,709.1,0.000249555,709.1,0.001808185,709.1,0.00213652,709.1,0.000996971,709.1,0.001063826,709.1,0.002221068,709.1,0.000272758,709.1,0.000799548,709.1,0.001235333
709.9,0.00070164,709.9,0.004368032,709.9,0.005837865,709.9,0.001130313,709.9,0.001956233,709.9,0.00158546,709.9,0.001390409,709.9,0.001606209,709.9,0.002348444,709.9,0.001027816,709.9,0.000589457,709.9,0.001584857
710.6,0.000168885,710.6,0.006928239,710.6,0.007008584,710.6,0.001099541,710.6,0.001728329,710.6,0.001447944,710.6,0.000929149,710.6,0.001140653,710.6,0.001659062,710.6,0.000943656,710.6,0.001717567,710.6,0.001216594
711.4,0.000469187,711.4,0.009694909,711.4,0.00088615,711.4,0.000608578,711.4,0.000958391,711.4,0.00092081,711.4,0.000488989,711.4,0.000410339,711.4,0.001348024,711.4,0.000635225,711.4,0.001497791,711.4,0.000553433
712.2,0.000758166,712.2,0.00689182,712.2,0.006755701,712.2,0.000446393,712.2,0.000784169,712.2,0.001558522,712.2,0.000238113,712.2,3.03E-05,712.2,0.00099473,712.2,0.001123968,712.2,0.00126935,712.2,0.000411048
713,0.00077202,713,0.00364014,713,0.010126848,713,0.000998353,713,0.000909077,713,0.00171691,713,0.000922679,713,0.000354178,713,0.00194178,713,0.000501565,713,0.001514726,713,0.00132029
713.7,3.13E-05,713.7,0.008656043,713.7,0.007123906,713.7,0.000546016,713.7,0.000980159,713.7,0.002256291,713.7,0.001456917,713.7,0.000448521,713.7,0.002003363,713.7,0.000106061,713.7,0.001741611,713.7,0.001617773
714.5,-4.00E-06,714.5,0.008555993,714.5,0.003101403,714.5,0.000308365,714.5,-2.28E-05,714.5,0.001709373,714.5,0.000960904,714.5,-5.68E-05,714.5,0.001587318,714.5,-0.000808937,714.5,0.000986468,714.5,0.001513379
715.3,-0.000164445,715.3,0.007684613,715.3,0.009829309,715.3,-4.49E-05,715.3,-0.00038032,715.3,0.001792503,715.3,0.000776349,715.3,-0.000125152,715.3,0.001437187,715.3,-0.000149081,715.3,0.000678827,715.3,0.000901029
716.1,0.000486639,716.1,0.007750035,716.1,0.0091763,716.1,0.000707772,716.1,-0.000101098,716.1,0.001164542,716.1,0.000704415,716.1,-0.000409729,716.1,0.001435859,716.1,0.000212784,716.1,0.000390835,716.1,0.000836845
716.8,0.000368054,716.8,0.001678457,716.8,0.004619778,716.8,0.000741575,716.8,0.000986313,716.8,0.001425646,716.8,0.000980976,716.8,0.000245513,716.8,0.001632421,716.8,0.000684716,716.8,0.001137392,716.8,0.001200363
717.6,0.000823634,717.6,0.006498798,717.6,0.004988432,717.6,0.000529992,717.6,0.001391978,717.6,0.001495583,717.6,0.001023355,717.6,0.000803533,717.6,0.001376095,717.6,0.001152356,717.6,0.001370887,717.6,0.000825227
718.4,9.22E-05,718.4,0.003140145,718.4,0.008572232,718.4,9.82E-05,718.4,0.001401724,718.4,0.001304752,718.4,-5.04E-06,718.4,0.001686184,718.4,0.000885703,718.4,0.000748057,718.4,0.001873026,718.4,0.00074117
719.2,-8.16E-05,719.2,0.007011195,719.2,0.002688251,719.2,-0.000211714,719.2,0.000984199,719.2,0.001061111,719.2,-0.000561975,719.2,0.001433064,719.2,0.001287674,719.2,0.000284926,719.2,0.00144688,719.2,0.000573294
719.9,-0.000223842,719.9,0.008362945,719.9,0.009761733,719.9,-0.000435677,719.9,0.001163884,719.9,0.000891323,719.9,-0.000642174,719.9,0.001365691,719.9,0.001454436,719.9,-0.000124983,719.9,0.001390696,719.9,0.001350369
720.7,0.000179863,720.7,0.006525795,720.7,0.010163297,720.7,-0.000490783,720.7,0.001047719,720.7,0.00125375,720.7,0.000245284,720.7,0.000742523,720.7,0.002534788,720.7,0.000514584,720.7,0.001139394,720.7,0.001327176
721.5,0.000109964,721.5,0.007489083,721.5,0.008259954,721.5,-0.000728519,721.5,0.000571513,721.5,0.001274209,721.5,0.000673774,721.5,0.000130322,721.5,0.002174755,721.5,0.000155456,721.5,0.001262287,721.5,0.001264138
722.3,3.78E-05,722.3,0.000332821,722.3,0.009694539,722.3,8.59E-05,722.3,0.000334106,722.3,0.000794917,722.3,0.000783254,722.3,-0.000298169,722.3,0.001838337,722.3,-0.000266149,722.3,0.001203049,722.3,0.000751276
723.1,0.000354072,723.1,0.006069992,723.1,0.007342336,723.1,0.000171506,723.1,0.000142498,723.1,0.001087911,723.1,0.000705261,723.1,-0.000158379,723.1,0.000989096,723.1,-0.000300232,723.1,0.000977863,723.1,0.001162194
723.8,0.000485663,723.8,0.002924923,723.8,0.005965738,723.8,0.00115706,723.8,0.000741515,723.8,0.001322908,723.8,0.001009937,723.8,0.00090633,723.8,0.00136268,723.8,0.000882398,723.8,0.00115861,723.8,0.00098312
724.6,-8.39E-05,724.6,0.005367794,724.6,0.005640898,724.6,0.000609057,724.6,0.000246007,724.6,0.001760665,724.6,0.000292325,724.6,0.000670828,724.6,0.001297663,724.6,0.001069605,724.6,0.000850803,724.6,0.001100598
725.4,-0.000291889,725.4,0.000448041,725.4,0.00846968,725.4,0.000986464,725.4,0.00054508,725.4,0.001634421,725.4,0.000335708,725.4,0.00083473,725.4,0.00166042,725.4,0.000903774,725.4,0.001021588,725.4,0.001566668
726.2,-0.000561852,726.2,0.003007443,726.2,0.008720597,726.2,0.000392775,726.2,0.000656462,726.2,0.001131967,726.2,0.000325713,726.2,0.000635327,726.2,0.001895738,726.2,0.000237774,726.2,0.00076278,726.2,0.002135148
726.9,-0.000496944,726.9,0.004744495,726.9,0.002004716,726.9,0.000187371,726.9,0.000612905,726.9,0.000931733,726.9,0.000710873,726.9,0.000778582,726.9,0.00158101,726.9,-0.000563361,726.9,0.000517778,726.9,0.001948693
727.7,-0.000642556,727.7,0.003152678,727.7,0.006108376,727.7,4.51E-05,727.7,0.000942379,727.7,0.000707677,727.7,0.000130457,727.7,0.000731866,727.7,0.001558336,727.7,-0.00085789,727.7,0.000392747,727.7,0.00108239
728.5,0.000502033,728.5,0.003236863,728.5,0.005640915,728.5,0.000636247,728.5,0.001346746,728.5,0.001619091,728.5,0.000694013,728.5,0.001140518,728.5,0.001950709,728.5,-0.000198007,728.5,0.001028644,728.5,0.001704578
729.3,0.001856113,729.3,0.009568295,729.3,0.008901261,729.3,0.001102717,729.3,0.00239092,729.3,0.002225923,729.3,0.001337835,729.3,0.001264355,729.3,0.002813247,729.3,0.001473733,729.3,0.001630292,729.3,0.002263201
730,0.002207898,730,0.005863224,730,0.004183858,730,0.001905602,730,0.0021986,730,0.002174793,730,0.001479495,730,0.001068498,730,0.003220216,730,0.002007157,730,0.002241219,730,0.002470373
730.8,0.001091156,730.8,0.004075879,730.8,0.00983499,730.8,0.001221917,730.8,0.001130066,730.8,0.001522909,730.8,0.000523002,730.8,0.000375498,730.8,0.002535428,730.8,0.001415563,730.8,0.000715572,730.8,0.001526611
731.6,0.00028849,731.6,0.0051353,731.6,0.004332777,731.6,0.001443568,731.6,0.000166431,731.6,0.001228933,731.6,-5.32E-05,731.6,4.98E-05,731.6,0.00257364,731.6,0.001165493,731.6,0.000654923,731.6,0.000986452
732.4,0.000343428,732.4,0.001920497,732.4,0.004710048,732.4,0.001069022,732.4,0.000185208,732.4,0.001309753,732.4,0.000253041,732.4,0.000644417,732.4,0.002374772,732.4,0.001368548,732.4,0.000349196,732.4,0.000839137
733.1,0.000412666,733.1,0.008924222,733.1,0.001950647,733.1,0.001319954,733.1,8.66E-05,733.1,0.001342896,733.1,0.00095072,733.1,0.000304754,733.1,0.002110118,733.1,0.001482618,733.1,0.001095951,733.1,0.001344015
733.9,0.00082509,733.9,0.005566699,733.9,0.003065081,733.9,0.000365257,733.9,0.00075122,733.9,0.00147644,733.9,0.001574976,733.9,0.000941878,733.9,0.002458094,733.9,0.001036754,733.9,0.0011408,733.9,0.001281263
