"blank: Wavelength (nm)","blank: Fluorescence 405 nm (rel)","low std: Wavelength (nm)","low std: Fluorescence 405 nm (rel)","med: Wavelength (nm)","med: Fluorescence 405 nm (rel)","hi: Wavelength (nm)","hi: Fluorescence 405 nm (rel)","QC: Wavelength (nm)","QC: Fluorescence 405 nm (rel)","QC2: Wavelength (nm)","QC2: Fluorescence 405 nm (rel)","QC3: Wavelength (nm)","QC3: Fluorescence 405 nm (rel)","tonic1: Wavelength (nm)","tonic1: Fluorescence 405 nm (rel)","tonic2: Wavelength (nm)","tonic2: Fluorescence 405 nm (rel)","tonic3: Wavelength (nm)","tonic3: Fluorescence 405 nm (rel)"
473.2,0.00427232008964,473.2,0.0530924746407,473.2,0.220215095158,473.2,0.670733197131,473.2,0.102761107699,473.2,0.105249745454,473.2,0.105329064243,473.2,0.142333389098,473.2,0.143497635615,473.2,0.142340278895
474.1,0.0037792457501,474.1,0.0520132330225,474.1,0.217263936655,474.1,0.666128416848,474.1,0.102823240869,474.1,0.103766814332,474.1,0.105064728416,474.1,0.141609824256,474.1,0.143243390927,474.1,0.141245536779
475,0.00340961354886,475,0.0517623714269,475,0.21456615431,475,0.663397213153,475,0.101142711207,475,0.101821034107,475,0.104074876376,475,0.141098741862,475,0.14096771053,475,0.140042051455
475.8,0.00242588632863,475.8,0.0502390858044,475.8,0.21170703402,475.8,0.657953472362,475.8,0.100382796501,475.8,0.100457417296,475.8,0.10216435185,475.8,0.139389579501,475.8,0.140446972968,475.8,0.138900432219
476.7,0.00210074219393,476.7,0.050186386996,476.7,0.209575416369,476.7,0.652881361391,476.7,0.0981456195687,476.7,0.0993164396478,476.7,0.10114468082,476.7,0.137948120266,476.7,0.138209771192,476.7,0.137953286978
477.6,0.00234318933391,477.6,0.0505089727242,477.6,0.206927959038,477.6,0.645110995457,477.6,0.0972686444461,477.6,0.0983542732279,477.6,0.0983302466995,477.6,0.135778992797,477.6,0.137573533341,477.6,0.137516825567
478.4,0.00218083091522,478.4,0.0502075098487,478.4,0.205105453188,478.4,0.636607740268,478.4,0.0960391913146,478.4,0.0967088946184,478.4,0.096289581896,478.4,0.134446350685,478.4,0.136383034637,478.4,0.135523697606
479.3,0.00220093331354,479.3,0.0483114572766,479.3,0.201947721127,479.3,0.626313768061,479.3,0.0939588081708,479.3,0.0944545790467,479.3,0.0934211811938,479.3,0.131785053763,479.3,0.134742411224,479.3,0.132430981249
480.2,0.00212162815744,480.2,0.0471301864576,480.2,0.198695491733,480.2,0.618017401855,480.2,0.090833220183,480.2,0.0930722404763,480.2,0.0930266788916,480.2,0.129811069717,480.2,0.133518740561,480.2,0.130789481062
481,0.00251219762707,481,0.0464823527107,481,0.19451601491,481,0.610607903593,481,0.0886758175516,481,0.091439428734,481,0.091864135908,481,0.127714985398,481,0.130918031989,481,0.129031052244
481.9,0.002409195274,481.9,0.046626995277,481.9,0.191672461749,481.9,0.603386050386,481.9,0.0881372227194,481.9,0.0897233290258,481.9,0.0904141312241,481.9,0.126432218512,481.9,0.12931122129,481.9,0.128301974867
482.8,0.00224597458955,482.8,0.0451121146332,482.8,0.188472343248,482.8,0.59642741256,482.8,0.0869827998094,482.8,0.0869928335948,482.8,0.0877026054899,482.8,0.124519363376,482.8,0.126683603524,482.8,0.125697579554
483.6,0.00187043825282,483.6,0.0441456410831,483.6,0.18496592895,483.6,0.588419231872,483.6,0.0855219450215,483.6,0.084483061444,483.6,0.0860349925545,483.6,0.123281080852,483.6,0.124386705821,483.6,0.123155348683
484.5,0.00213939437232,484.5,0.043588109726,484.5,0.181377301167,484.5,0.58309133983,484.5,0.0830675506012,484.5,0.0833893187527,484.5,0.0842074959794,484.5,0.121360974651,484.5,0.123251066522,484.5,0.121191328389
485.3,0.00207528483987,485.3,0.0440501734757,485.3,0.178181262093,485.3,0.575164011565,485.3,0.082760093103,485.3,0.0821320786649,485.3,0.0832317389637,485.3,0.119842393218,485.3,0.121941529432,485.3,0.119556521149
486.2,0.00252100040661,486.2,0.0430493103236,486.2,0.176182434534,486.2,0.566309777199,486.2,0.0823505987435,486.2,0.0823279064243,486.2,0.0813186795206,486.2,0.117602363136,486.2,0.121087464164,486.2,0.119668354553
487.1,0.00258811722492,487.1,0.0417506201805,487.1,0.172314659902,487.1,0.558040583872,487.1,0.0820268622824,487.1,0.0808010344029,487.1,0.0804729929238,487.1,0.116210567147,487.1,0.118521110813,487.1,0.117736661925
487.9,0.00256658372322,487.9,0.0405181961257,487.9,0.17064533001,487.9,0.549997272249,487.9,0.0794310448769,487.9,0.0797269854532,487.9,0.0787685909607,487.9,0.1151616605,487.9,0.116803779772,487.9,0.115800647573
488.8,0.00226383368652,488.8,0.0401250453505,488.8,0.166943559319,488.8,0.544496022867,488.8,0.0776661180477,488.8,0.0766928284265,488.8,0.0770803877298,488.8,0.11461198886,488.8,0.114707436424,488.8,0.113372074626
489.7,0.00185166651062,489.7,0.0387351070848,489.7,0.163173898024,489.7,0.535893165967,489.7,0.0746604937275,489.7,0.0744208511037,489.7,0.0744002746398,489.7,0.112806029162,489.7,0.111694426598,489.7,0.111051433626
490.5,0.00181481952652,490.5,0.0379251431611,490.5,0.159253760676,490.5,0.528108220157,490.5,0.0735887684821,490.5,0.073135569451,490.5,0.0729117897832,490.5,0.110789103161,490.5,0.109241717128,490.5,0.110103729496
491.4,0.00205555496002,491.4,0.0364807514565,491.4,0.155027899831,491.4,0.519064672769,491.4,0.0715828815026,491.4,0.0719390422286,491.4,0.0717471209767,491.4,0.107516541154,491.4,0.107307184256,491.4,0.107666358551
492.3,0.00212347136651,492.3,0.0361927964738,492.3,0.152798609528,492.3,0.51055227264,492.3,0.0702536819504,492.3,0.0703911704239,492.3,0.0711284324484,492.3,0.105458008208,492.3,0.106722962448,492.3,0.106123705609
493.1,0.00218708053059,493.1,0.0354175291523,493.1,0.149923584582,493.1,0.502936207819,493.1,0.0683269447503,493.1,0.0685333169717,493.1,0.0692903452203,493.1,0.104133020309,493.1,0.105417712145,493.1,0.103423440879
494,0.00183987550281,494,0.0347500990422,494,0.147333635853,494,0.494780245082,494,0.0671050574466,494,0.0669850571418,494,0.0674803005958,494,0.10320491234,494,0.103457098126,494,0.101924392402
494.8,0.00220733956875,494.8,0.0346902398666,494.8,0.143959985356,494.8,0.485408812489,494.8,0.0653184703133,494.8,0.0657607821199,494.8,0.0651245041214,494.8,0.100927175619,494.8,0.102056829554,494.8,0.100272728091
495.7,0.00209709515702,495.7,0.0336617205153,495.7,0.141239124174,495.7,0.477193148332,495.7,0.0637669429655,495.7,0.0635040041657,495.7,0.0637942830896,495.7,0.0979380939507,495.7,0.100027008598,495.7,0.0989378383313
496.6,0.00231251253887,496.6,0.033688497331,496.6,0.138011263331,496.6,0.469025151281,496.6,0.0619857826748,496.6,0.0620853830975,496.6,0.0628812391343,496.6,0.095774009612,496.6,0.0989750457665,496.6,0.097325071967
497.4,0.00222633273269,497.4,0.0323122895952,497.4,0.13485484227,497.4,0.461012479959,497.4,0.0615613317141,497.4,0.060543091184,497.4,0.0617652209563,497.4,0.094667476023,497.4,0.0962855427715,497.4,0.0956854151329
498.3,0.00244878820878,498.3,0.0318670620179,498.3,0.130119440385,498.3,0.451670098708,498.3,0.0606757118908,498.3,0.0597185127364,498.3,0.0601776686001,498.3,0.0935821835811,498.3,0.0947043205482,498.3,0.0933039855995
499.2,0.00290676783409,499.2,0.0310025238032,499.2,0.127503495618,499.2,0.443245085693,499.2,0.0595703760369,499.2,0.0585917795571,499.2,0.0591679919077,499.2,0.0923396869551,499.2,0.0933944974433,499.2,0.0919435463463
500,0.0024064623247,500,0.0304501213135,500,0.124597238246,500,0.435518483109,500,0.0572064756042,500,0.0570296305281,500,0.0579615226968,500,0.0908486785298,500,0.0917657151954,500,0.0906144352345
500.9,0.00253388373702,500.9,0.0291972854868,500.9,0.121010416006,500.9,0.426256337561,500.9,0.0554622158411,500.9,0.0548514645783,500.9,0.055642810861,500.9,0.0892632752084,500.9,0.089655762645,500.9,0.0885133430876
501.8,0.00218915465464,501.8,0.0280993676718,501.8,0.117596191006,501.8,0.416828460741,501.8,0.0534001595705,501.8,0.0526525036958,501.8,0.0530830935535,501.8,0.0867700986383,501.8,0.0866580385104,501.8,0.0859581685526
502.6,0.00242400870262,502.6,0.0274367546912,502.6,0.113923329139,502.6,0.409023561492,502.6,0.0524281479471,502.6,0.0520886136682,502.6,0.0524589285999,502.6,0.0855299203659,502.6,0.0851647283681,502.6,0.0842831962992
503.5,0.0020490115503,503.5,0.0275699711547,503.5,0.111931416086,503.5,0.401068339665,503.5,0.0506938227539,503.5,0.05135311787,503.5,0.0523176270577,503.5,0.0826307360516,503.5,0.0828510464486,503.5,0.0835056055585
504.4,0.00200481253175,504.4,0.0279028587965,504.4,0.10873887376,504.4,0.391710393177,504.4,0.0496091534807,504.4,0.0506266939004,504.4,0.0507266697331,504.4,0.0809167017465,504.4,0.0808761000194,504.4,0.0812749269524
505.2,0.0017581055944,505.2,0.0269755438836,505.2,0.106790825474,505.2,0.382551291714,505.2,0.0473642300963,505.2,0.0485048568017,505.2,0.0481605117902,505.2,0.0774622142917,505.2,0.078110476712,505.2,0.0781106058737
506.1,0.00191136756746,506.1,0.026152218394,506.1,0.103599135913,506.1,0.374233068876,506.1,0.0463625570865,506.1,0.0472061075933,506.1,0.0466051645027,506.1,0.0759626853864,506.1,0.0772093904354,506.1,0.0760660141883
506.9,0.00174701538084,506.9,0.024596125135,506.9,0.0994767134583,506.9,0.36481668179,506.9,0.0446674050848,506.9,0.0453241450873,506.9,0.0453104531368,506.9,0.0742436112304,506.9,0.0749220516828,506.9,0.0740972193069
507.8,0.00242178772742,507.8,0.0245008203454,507.8,0.0953733446958,507.8,0.354985432372,507.8,0.0438638406118,507.8,0.0437369446704,507.8,0.0443932554743,507.8,0.0722622222171,507.8,0.0736580775726,507.8,0.0731561345834
508.7,0.0022060266369,508.7,0.0242313279724,508.7,0.0920611676228,508.7,0.345104966365,508.7,0.0427008748708,508.7,0.0422139910859,508.7,0.0431949928005,508.7,0.0707192776741,508.7,0.0713943353459,508.7,0.0711972479591
509.5,0.00291066005834,509.5,0.0247477365516,509.5,0.0890116694652,509.5,0.337126160336,509.5,0.0413500254407,509.5,0.0413135555362,509.5,0.042040456276,509.5,0.0678304053856,509.5,0.069134925686,509.5,0.0695725214814
510.4,0.00219132961976,510.4,0.0241402760959,510.4,0.0854615968354,510.4,0.327281009661,510.4,0.0395474825758,510.4,0.0400509351202,510.4,0.0399106590242,510.4,0.0661145609645,510.4,0.0665871854902,510.4,0.066426285622
511.3,0.0024265218202,511.3,0.0233897862716,511.3,0.0824766409763,511.3,0.318312698706,511.3,0.0377184882501,511.3,0.0387566670796,511.3,0.0385035913462,511.3,0.0628545745807,511.3,0.0636087643769,511.3,0.0638052231335
512.1,0.00141804946403,512.1,0.0225748221841,512.1,0.0802219020291,512.1,0.310052564921,512.1,0.0364983585975,512.1,0.0380919904424,512.1,0.0374780979494,512.1,0.0618754376912,512.1,0.0627105949844,512.1,0.0618633820103
512.9,0.00186649532192,512.9,0.0219094391366,512.9,0.0781624352479,512.9,0.302462477976,512.9,0.0359201869294,512.9,0.036845491599,512.9,0.0367233116031,512.9,0.0602828695078,512.9,0.0616044196612,512.9,0.0608218735773
513.7,0.00182889871781,513.7,0.0215225255721,513.7,0.0759846436738,513.7,0.295913427564,513.7,0.0352108313441,513.7,0.0362454551439,513.7,0.0360500936491,513.7,0.0602882645386,513.7,0.0607238027145,513.7,0.0597432498794
514.5,0.00228141694525,514.5,0.0213833277692,514.5,0.0746472133845,514.5,0.289156241652,514.5,0.0346074096651,514.5,0.0346157182503,514.5,0.0350859066808,514.5,0.0590715435909,514.5,0.0591420158909,514.5,0.0585291178241
515.3,0.00216383762732,515.3,0.0212236396516,515.3,0.0729839583078,515.3,0.282466508823,515.3,0.0342311199366,515.3,0.0339096377033,515.3,0.0344194800237,515.3,0.0580922313455,515.3,0.058013744388,515.3,0.0565922392458
516.1,0.00184907579144,516.1,0.0199630529248,516.1,0.0702027577408,516.1,0.273702565584,516.1,0.0327483716996,516.1,0.0325913653572,516.1,0.0326990785101,516.1,0.0556211434806,516.1,0.0561384851906,516.1,0.0544002222111
516.9,0.00160131911326,516.9,0.018504308967,516.9,0.0668597118314,516.9,0.264732168131,516.9,0.031615450932,516.9,0.0315712365288,516.9,0.0312243235186,516.9,0.0537001363672,516.9,0.0537585579302,516.9,0.052573896066
517.7,0.00183262201524,517.7,0.0181846066898,517.7,0.0644940603938,517.7,0.257431402185,517.7,0.0299977270372,517.7,0.0308912825827,517.7,0.0304685519729,517.7,0.0517679228758,517.7,0.0531335520011,517.7,0.0514355252075
518.5,0.00238633393975,518.5,0.0181582104222,518.5,0.062870957934,518.5,0.251795498945,518.5,0.0294520345328,518.5,0.0300752397713,518.5,0.0307461983856,518.5,0.0512599980132,518.5,0.052092646372,518.5,0.0515476378248
519.3,0.00225152643762,519.3,0.018271097216,519.3,0.060343190408,519.3,0.244724541595,519.3,0.0279601308249,519.3,0.0290129384734,519.3,0.0298086686889,519.3,0.048801744045,519.3,0.0506753395319,519.3,0.0504601970209
520.1,0.00141506764023,520.1,0.0173661835637,520.1,0.0574962535681,520.1,0.236478183961,520.1,0.0271992141909,520.1,0.0282207746565,520.1,0.0286995087186,520.1,0.0470096015837,520.1,0.047513946756,520.1,0.0488372448386
520.9,0.000315579480076,520.9,0.0173785672244,520.9,0.0556900280285,520.9,0.229467822623,520.9,0.0269368674447,520.9,0.0272284265524,520.9,0.0276090504458,520.9,0.0455219633374,520.9,0.0464602645142,520.9,0.0468099374261
521.7,0.000313195204562,521.7,0.0169884397605,521.7,0.0544016410998,521.7,0.223867454928,521.7,0.0268910909418,521.7,0.0273014950497,521.7,0.0275951882023,521.7,0.0455182196736,521.7,0.0461517995809,521.7,0.045375290728
522.5,0.00131507377317,522.5,0.0173035773511,522.5,0.0530381226724,522.5,0.218655998307,522.5,0.0262628538095,522.5,0.0265286414009,522.5,0.0277317252947,522.5,0.0455606346403,522.5,0.0456982861759,522.5,0.0444575278706
523.3,0.00198214062835,523.3,0.0163395396262,523.3,0.0509651542528,523.3,0.212218078609,523.3,0.0251079039402,523.3,0.0260315309282,523.3,0.0262107196442,523.3,0.0442743371492,523.3,0.0444903366178,523.3,0.0429086797559
524.1,0.00287253461878,524.1,0.0157566776171,524.1,0.0497445695765,524.1,0.20555439367,524.1,0.0250145314659,524.1,0.0249737542285,524.1,0.0255827000482,524.1,0.042778982077,524.1,0.0432602568208,524.1,0.0423079124074
524.9,0.002126559552,524.9,0.0153223638565,524.9,0.0491291793104,524.9,0.19980272906,524.9,0.0248204252714,524.9,0.0245643528302,524.9,0.0242966113741,524.9,0.0415788960828,524.9,0.0424855914578,524.9,0.041741659464
525.7,0.00201713055846,525.7,0.0155920544547,525.7,0.0471901059959,525.7,0.1932417018,525.7,0.0239071679817,525.7,0.0241575059465,525.7,0.0241214173151,525.7,0.0401305581606,525.7,0.041302663509,525.7,0.041141728884
526.5,0.00188566688647,526.5,0.0160073075781,526.5,0.0459069790773,526.5,0.186956627509,526.5,0.022679455359,526.5,0.02354200964,526.5,0.0239778292592,526.5,0.0397831579958,526.5,0.0406570792378,526.5,0.039515345505
527.3,0.00232850879125,527.3,0.015150010206,527.3,0.0437641942142,527.3,0.181123394089,527.3,0.0213611178599,527.3,0.0228091650499,527.3,0.0238709716029,527.3,0.038173715117,527.3,0.0392008629126,527.3,0.0383795149436
528.1,0.0026641693012,528.1,0.0145525690567,528.1,0.0430373260489,528.1,0.17509288606,528.1,0.0208976577341,528.1,0.0221431120068,528.1,0.0233416029293,528.1,0.037643342067,528.1,0.0379238738298,528.1,0.0372705624036
528.9,0.00208072489382,528.9,0.0136708812807,528.9,0.0411030446341,528.9,0.169462999924,528.9,0.0200997551215,528.9,0.0219970094557,528.9,0.0215158189548,528.9,0.0365740941034,528.9,0.0362080569921,528.9,0.036186662138
529.7,0.00153182511648,529.7,0.0137698089982,529.7,0.0400654728995,529.7,0.163774116086,529.7,0.0195273155246,529.7,0.0212352124935,529.7,0.0205757825092,529.7,0.0365299587118,529.7,0.0357773268789,529.7,0.0350507829536
530.5,0.00130138589611,530.5,0.0140150740673,530.5,0.0383596484351,530.5,0.158905301411,530.5,0.0197068667771,530.5,0.0211006460345,530.5,0.0201733542282,530.5,0.0354411634468,530.5,0.0353110119411,530.5,0.0347669416209
531.2,0.00143208748223,531.2,0.0142249086438,531.2,0.0377659418056,531.2,0.154070879698,531.2,0.0192992764047,531.2,0.0199309999301,531.2,0.0202427931402,531.2,0.0344109142606,531.2,0.0347474632144,531.2,0.0341086789203
532,0.00133754414117,532,0.013076434618,532,0.0365847835809,532,0.149406870836,532,0.0194424162642,532,0.0198270134835,532,0.0194757827531,532,0.0327036366502,532,0.0338246215153,532,0.0327518566083
532.8,0.00150416116528,532.8,0.0124433507178,532.8,0.0352167614673,532.8,0.145242670029,532.8,0.0191430435786,532.8,0.0193295838439,532.8,0.0188526641441,532.8,0.032400920449,532.8,0.0333849386451,532.8,0.03119893471
533.6,0.00153662606411,533.6,0.0118857645034,533.6,0.034028489687,533.6,0.14092829849,533.6,0.0192359613294,533.6,0.0190798059195,533.6,0.0186596888835,533.6,0.0315569116292,533.6,0.032464352372,533.6,0.0299871773461
534.4,0.00226757076724,534.4,0.0125257376623,534.4,0.0325568430827,534.4,0.135515112969,534.4,0.018975443096,534.4,0.0184455668275,534.4,0.0180331872955,534.4,0.0310547878801,534.4,0.0320113378969,534.4,0.0296339772146
535.2,0.00227522072508,535.2,0.0124855788669,535.2,0.0318648436141,535.2,0.130477990952,535.2,0.0179628648261,535.2,0.017291798059,535.2,0.0175820612362,535.2,0.0301053975648,535.2,0.0304772461352,535.2,0.0286105981708
536,0.00235893240214,536,0.0125020790872,536,0.0316848362631,536,0.125691954438,536,0.0180874447591,536,0.0172509875745,536,0.0171597940646,536,0.0304057590208,536,0.0301619304814,536,0.0282141869459
536.8,0.00191015860521,536.8,0.0119390187366,536.8,0.0300854178424,536.8,0.121362391787,536.8,0.017070694297,536.8,0.0169481096758,536.8,0.016806106135,536.8,0.0293600286212,536.8,0.0287639840441,536.8,0.0271064005663
537.6,0.00171560974936,537.6,0.0120704123823,537.6,0.0293434588024,537.6,0.115659474179,537.6,0.0167260647509,537.6,0.0171477439988,537.6,0.0159025565698,537.6,0.028657654107,537.6,0.0281812896099,537.6,0.0268646668831
538.4,0.00192341136215,538.4,0.0123517963343,538.4,0.0282780781525,538.4,0.110374817421,538.4,0.0164629907038,538.4,0.0168622607797,538.4,0.0155456555407,538.4,0.0269791694519,538.4,0.0279039104657,538.4,0.026818996403
539.2,0.00148421384131,539.2,0.0124528877807,539.2,0.0284512276999,539.2,0.105898431555,539.2,0.0167555795785,539.2,0.0164780240561,539.2,0.014874857848,539.2,0.0259814700369,539.2,0.0268552942091,539.2,0.0267744858152
540,0.00169050856883,540,0.0112860038301,540,0.0278490176349,540,0.102377412508,540,0.0163990828305,540,0.0165348522978,540,0.0147419030177,540,0.0253908281072,540,0.0265042410842,540,0.0255346498709
540.8,0.0014497926152,540.8,0.010415160996,540.8,0.0264457656527,540.8,0.0987828433184,540.8,0.0155253236629,540.8,0.0160994107093,540.8,0.0146320936489,540.8,0.0245233727659,540.8,0.0255841829783,540.8,0.0248893624077
541.6,0.00157425766833,541.6,0.0102319643419,541.6,0.0252707562573,541.6,0.0944619192112,541.6,0.0144502807539,541.6,0.0152121544628,541.6,0.0148419182028,541.6,0.023994134438,541.6,0.0248888074754,541.6,0.0229727336367
542.4,0.0015973178939,542.4,0.0109651096918,542.4,0.0240003223652,542.4,0.0903369090988,542.4,0.0138194710912,542.4,0.0144752655951,542.4,0.0142971209317,542.4,0.0235634847869,542.4,0.0240730784022,542.4,0.0230270704549
543.2,0.00185319897113,543.2,0.0103952792349,543.2,0.022972891708,543.2,0.0858358579085,543.2,0.0131520692864,543.2,0.0138069371396,543.2,0.0135556311167,543.2,0.0229390140375,543.2,0.0230335874073,543.2,0.0216889409121
544,0.00244462761969,544,0.010315079359,544,0.0223096860347,544,0.0817996137135,544,0.012938391088,544,0.0138876853934,544,0.0132747958854,544,0.0222319018416,544,0.0229997140452,544,0.0216817734589
544.8,0.00285618550814,544.8,0.0100371394955,544.8,0.0215666696071,544.8,0.0782033347665,544.8,0.0128235380373,544.8,0.0129713348637,544.8,0.0133718026989,544.8,0.0220020524515,544.8,0.0226718092902,544.8,0.0210936594903
545.6,0.00256065656138,545.6,0.00976958826924,545.6,0.0210776370834,545.6,0.0755046452398,545.6,0.01269823023,545.6,0.0125343223775,545.6,0.012676487791,545.6,0.021490657317,545.6,0.022183702944,545.6,0.0211350285117
546.4,0.00203211419828,546.4,0.00922465924662,546.4,0.0204637804781,546.4,0.0736790471972,546.4,0.0126871624364,546.4,0.0126885832243,546.4,0.0124553156821,546.4,0.0214166986236,546.4,0.0212107704851,546.4,0.0206262238958
547.2,0.000536690180386,547.2,0.00886655915644,547.2,0.0194861110806,547.2,0.0707042281776,547.2,0.0125559328501,547.2,0.0129775103697,547.2,0.0119573384041,547.2,0.0200488888722,547.2,0.0200943915209,547.2,0.0198827202594
548,4.24879112852E-05,548,0.00871045228877,548,0.0188768150614,548,0.0674889691783,548,0.0117686348557,548,0.0124450406814,548,0.0122031996626,548,0.0190289019819,548,0.0197752169951,548,0.0187008798097
548.8,0.000204179388058,548.8,0.00866916494763,548.8,0.0183071380606,548.8,0.0647852631643,548.8,0.0114123062012,548.8,0.0117968591157,548.8,0.0115791194268,548.8,0.018666722802,548.8,0.0202077326174,548.8,0.0186185083988
549.6,0.000857905610751,549.6,0.00833085889539,549.6,0.0188307418574,549.6,0.0632404774393,549.6,0.0118440226254,549.6,0.0116663452803,549.6,0.011020645057,549.6,0.0187873880685,549.6,0.0199031776863,549.6,0.0183189777185
550.3,0.00140608464088,550.3,0.0083634460358,550.3,0.0182780670471,550.3,0.0610546155754,550.3,0.0120885219811,550.3,0.0119246172618,550.3,0.0102576713931,550.3,0.0190975045367,550.3,0.0194125270823,550.3,0.0178808122941
551.1,0.00185984463308,551.1,0.00834783895043,551.1,0.0177465574964,551.1,0.0582717450039,551.1,0.0117559970292,551.1,0.0121388669642,551.1,0.0100836049652,551.1,0.0187390572841,551.1,0.0186201019675,551.1,0.017763477308
551.9,0.0023962535113,551.9,0.00821685183719,551.9,0.0168749477182,551.9,0.0547518892362,551.9,0.0107957766801,551.9,0.0116961315137,551.9,0.010576855228,551.9,0.0183608151869,551.9,0.0179499661371,551.9,0.0169349197109
552.7,0.00242133731886,552.7,0.00866886374948,552.7,0.0162452993841,552.7,0.0530123183271,552.7,0.0104693574882,552.7,0.0114618203585,552.7,0.0108600485283,552.7,0.0174418256736,552.7,0.0175932372866,552.7,0.0168916293659
553.5,0.00209472438461,553.5,0.00867684010747,553.5,0.0159377534648,553.5,0.0509498582158,553.5,0.0103102076777,553.5,0.0106939039814,553.5,0.0105803405517,553.5,0.0172719730923,553.5,0.0165787540215,553.5,0.0164394042027
554.3,0.00227316475173,554.3,0.00912886672971,554.3,0.0160701584258,554.3,0.0496063023653,554.3,0.0104885722012,554.3,0.0105700718674,554.3,0.0102145387224,554.3,0.0171160492819,554.3,0.0169549012362,554.3,0.01654516414
555.1,0.00218578402167,555.1,0.00888628339266,555.1,0.0161037490344,555.1,0.047394114153,555.1,0.0103389379486,555.1,0.0108535363692,555.1,0.0100959104171,555.1,0.0174337489513,555.1,0.0169566056153,555.1,0.0161215294366
555.9,0.00260082216928,555.9,0.00893412359888,555.9,0.0164156152318,555.9,0.0457664963971,555.9,0.0100433059904,555.9,0.0111142125048,555.9,0.0108404689428,555.9,0.0169380013026,555.9,0.0171281751487,555.9,0.0156721848943
556.7,0.00168769428793,556.7,0.00860404224372,556.7,0.01596070694,556.7,0.0441993112582,556.7,0.0103390486257,556.7,0.0108329627793,556.7,0.0105463350067,556.7,0.0163530227843,556.7,0.0169091013272,556.7,0.0156840237477
557.5,0.002074072926,557.5,0.00858530574763,557.5,0.0154163354285,557.5,0.0430634799779,557.5,0.0103359223188,557.5,0.010677460887,557.5,0.010465726779,557.5,0.0163752524245,557.5,0.0166429122352,557.5,0.0154711417562
558.3,0.0024499980259,558.3,0.0089960992835,558.3,0.0153591277399,558.3,0.0416492344935,558.3,0.0105186346541,558.3,0.0107913063497,558.3,0.00972447242031,558.3,0.0164722465379,558.3,0.0173220367254,558.3,0.0155232990924
559.1,0.00257498918136,559.1,0.00874640388662,559.1,0.0140665355298,559.1,0.040258042272,559.1,0.00941556438384,559.1,0.0101713084456,559.1,0.00916649132526,559.1,0.0161001513942,559.1,0.0163032417343,559.1,0.0150918037656
559.9,0.00190156999753,559.9,0.00811332800926,559.9,0.0137743381004,559.9,0.0382896383831,559.9,0.00905199328167,559.9,0.00927385100796,559.9,0.00911291481916,559.9,0.0153928705096,559.9,0.0153135218216,559.9,0.0149847177354
560.7,0.00123429094525,560.7,0.00729911044177,560.7,0.0126048696353,560.7,0.0362827553011,560.7,0.0086173922361,560.7,0.00799802968058,560.7,0.00878593358627,560.7,0.0149000024582,560.7,0.0141456346219,560.7,0.0149998788138
561.5,0.00149708636278,561.5,0.00737581224933,561.5,0.0128622154837,561.5,0.0346417629616,561.5,0.00900167791989,561.5,0.00900998765122,561.5,0.00924257401721,561.5,0.0147856384248,561.5,0.0139777861507,561.5,0.013986526438
562.3,0.00144494851227,562.3,0.00723257892804,562.3,0.0121275524542,562.3,0.033328239695,562.3,0.0084847614315,562.3,0.00892622443983,562.3,0.00858616057172,562.3,0.0145918314317,562.3,0.0136513382598,562.3,0.013251037705
563.1,0.00175906664195,563.1,0.00712207784715,563.1,0.0122684295653,563.1,0.0317327785955,563.1,0.00857230138489,563.1,0.00959071292037,563.1,0.00849372357014,563.1,0.0141703571329,563.1,0.0130516243326,563.1,0.0121260422594
563.9,0.00150722178687,563.9,0.00710599079651,563.9,0.0120799475523,563.9,0.030616230988,563.9,0.0082117259332,563.9,0.00844133754772,563.9,0.00844142365745,563.9,0.013521984268,563.9,0.0135967705749,563.9,0.0125489442365
564.7,0.0016540771415,564.7,0.00757730848468,564.7,0.012727641188,564.7,0.0298977274102,564.7,0.00837388661716,564.7,0.00877312286311,564.7,0.00868021314471,564.7,0.0134437520991,564.7,0.0136666407053,564.7,0.0126412325667
565.5,0.00121804515098,565.5,0.00732906606363,565.5,0.0123916321491,565.5,0.0297152040718,565.5,0.00786560696609,565.5,0.0083466510604,565.5,0.00868514284142,565.5,0.0131551115122,565.5,0.0136552716521,565.5,0.0124559120052
566.3,0.00154892627108,566.3,0.00621296847227,566.3,0.0123522769526,566.3,0.0290408069898,566.3,0.00754935273273,566.3,0.00846086822615,566.3,0.00807263572628,566.3,0.0131845788954,566.3,0.0125197447309,566.3,0.0118284773489
567.1,0.0015729454248,567.1,0.00558110398941,567.1,0.0120333015817,567.1,0.0278151514662,567.1,0.00760296420672,567.1,0.00840775601802,567.1,0.00752697546511,567.1,0.013091245688,567.1,0.0126915836549,567.1,0.011629162025
567.9,0.00125435564071,567.9,0.00603231617942,567.9,0.0119739192188,567.9,0.0267294210439,567.9,0.00785010934442,567.9,0.00874789819549,567.9,0.00717568061225,567.9,0.0129750358041,567.9,0.0129585464199,567.9,0.0120829730317
568.6,0.00159667692127,568.6,0.0057270188328,568.6,0.0114859393454,568.6,0.0256271661445,568.6,0.00773247638791,568.6,0.00769859430694,568.6,0.0065672686096,568.6,0.0127298465443,568.6,0.0128313205784,568.6,0.0115355785314
