CBALEJ	2019-10-11 12:24:11	21.46	55.83	945.97	0.00	1.00
CBALEJ	2019-10-11 12:34:39	21.72	53.09	945.97	12.97	2.00
CBALEJ	2019-10-11 12:45:07	22.14	50.66	945.94	19.79	1.00
CBALEJ	2019-10-11 12:55:35	22.64	48.76	945.84	22.91	2.00
CBALEJ	2019-10-11 13:06:03	23.19	47.07	945.78	24.52	2.00
CBALEJ	2019-10-11 13:16:31	23.77	45.60	945.66	24.96	2.00
CBALEJ	2019-10-11 13:26:59	24.39	44.29	945.50	25.08	2.00
CBALEJ	2019-10-11 13:37:27	25.01	42.61	945.31	24.93	2.00
CBALEJ	2019-10-11 13:47:55	25.63	41.05	945.11	25.22	2.80
CBALEJ	2019-10-11 13:58:23	26.21	39.69	944.92	24.87	2.00
CBALEJ	2019-10-11 14:08:51	26.78	38.98	944.78	24.59	3.00
CBALEJ	2019-10-11 14:19:19	27.32	37.54	944.60	24.34	2.20
CBALEJ	2019-10-11 14:29:47	27.82	36.52	944.41	24.06	2.20
CBALEJ	2019-10-11 14:40:15	28.26	35.72	944.23	23.70	2.00
CBALEJ	2019-10-11 14:50:43	28.65	35.29	944.05	23.67	2.00
CBALEJ	2019-10-11 15:01:11	28.89	35.64	943.90	23.61	2.00
CBALEJ	2019-10-11 15:11:39	28.98	36.07	943.72	24.16	1.00
CBALEJ	2019-10-11 15:22:07	29.06	36.22	943.45	24.59	1.00
CBALEJ	2019-10-11 15:32:35	29.27	35.29	943.27	24.52	2.00
CBALEJ	2019-10-11 15:43:03	29.45	34.96	943.15	24.40	1.00
CBALEJ	2019-10-11 15:53:31	29.49	35.60	943.01	24.43	1.00
CBALEJ	2019-10-11 16:03:59	29.58	35.48	942.86	24.44	1.00
CBALEJ	2019-10-11 16:14:27	29.82	33.95	942.80	24.34	1.00
CBALEJ	2019-10-11 16:24:55	30.13	32.89	942.68	24.22	1.00
CBALEJ	2019-10-11 16:35:23	30.38	32.90	942.60	24.08	2.00
CBALEJ	2019-10-11 16:45:51	30.27	34.71	942.48	24.27	1.00
CBALEJ	2019-10-11 16:56:19	29.80	37.56	942.39	25.15	1.00
CBALEJ	2019-10-11 17:06:47	29.19	39.62	942.31	26.43	1.00
CBALEJ	2019-10-11 17:17:15	28.54	41.04	942.29	27.61	2.00
CBALEJ	2019-10-11 17:27:43	27.89	42.50	942.27	28.56	1.00
CBALEJ	2019-10-11 17:38:11	27.27	43.87	942.27	29.30	1.00
CBALEJ	2019-10-11 17:48:39	26.69	45.41	942.33	30.08	1.00
CBALEJ	2019-10-11 17:59:07	26.13	46.87	942.39	30.50	1.40
CBALEJ	2019-10-11 18:09:35	25.61	47.96	942.47	31.19	1.00
CBALEJ	2019-10-11 18:20:03	25.13	48.95	942.45	31.86	1.00
CBALEJ	2019-10-11 18:30:31	24.68	49.93	942.47	32.10	1.00
