EBAM	2019-10-11 12:32:28	22.81	51.20	945.80	0.00	1.00
EBAM	2019-10-11 12:42:56	23.41	45.10	945.80	25.36	1.00
EBAM	2019-10-11 12:53:24	24.27	41.23	945.78	39.25	2.00
EBAM	2019-10-11 13:03:52	25.21	38.65	945.72	44.01	1.00
EBAM	2019-10-11 13:14:20	26.16	36.67	945.64	46.13	1.00
EBAM	2019-10-11 13:24:48	27.14	34.72	945.54	46.80	1.00
EBAM	2019-10-11 13:35:16	28.14	33.09	945.42	46.18	2.00
EBAM	2019-10-11 13:45:44	29.13	31.31	945.21	45.29	1.00
EBAM	2019-10-11 13:56:12	30.05	29.87	945.01	44.57	2.40
EBAM	2019-10-11 14:06:40	30.90	28.71	944.86	44.38	2.00
EBAM	2019-10-11 14:17:08	31.72	27.88	944.70	43.42	2.00
EBAM	2019-10-11 14:27:36	32.47	26.67	944.50	42.50	2.00
EBAM	2019-10-11 14:38:04	33.13	25.94	944.34	41.99	2.00
EBAM	2019-10-11 14:48:32	33.66	25.59	944.19	41.70	2.00
EBAM	2019-10-11 14:59:00	33.94	26.01	943.99	42.20	1.00
EBAM	2019-10-11 15:09:28	33.93	27.19	943.76	43.06	1.00
EBAM	2019-10-11 15:19:56	33.66	28.58	943.58	45.00	1.00
EBAM	2019-10-11 15:30:24	33.46	28.73	943.35	47.06	2.20
EBAM	2019-10-11 15:40:52	33.56	27.47	943.17	47.06	1.00
EBAM	2019-10-11 15:51:20	33.54	27.85	943.05	46.70	1.00
EBAM	2019-10-11 16:01:48	33.25	29.44	942.90	47.43	1.00
EBAM	2019-10-11 16:12:16	33.11	29.18	942.82	47.81	1.00
EBAM	2019-10-11 16:22:44	33.34	27.11	942.72	47.43	1.00
EBAM	2019-10-11 16:33:12	33.65	26.14	942.64	46.28	1.00
EBAM	2019-10-11 16:43:40	33.75	26.91	942.52	46.64	1.00
EBAM	2019-10-11 16:54:08	33.13	30.76	942.43	47.25	1.00
EBAM	2019-10-11 17:04:36	31.91	36.02	942.31	51.19	1.00
EBAM	2019-10-11 17:15:04	30.58	39.56	942.25	56.64	1.00
EBAM	2019-10-11 17:25:32	29.30	41.87	942.21	59.78	1.00
EBAM	2019-10-11 17:36:00	28.09	44.15	942.19	63.43	2.00
EBAM	2019-10-11 17:46:28	27.03	45.90	942.21	66.23	1.00
EBAM	2019-10-11 17:56:56	26.09	47.78	942.23	67.35	1.00
EBAM	2019-10-11 18:07:24	25.25	49.67	942.27	69.40	1.00
EBAM	2019-10-11 18:17:52	24.51	50.93	942.33	70.63	1.00
EBAM	2019-10-11 18:28:20	23.86	52.12	942.37	72.14	1.00
EBAM	2019-10-11 18:38:48	23.27	53.36	942.39	72.70	1.00
EBAM	2019-10-11 18:49:16	22.72	54.48	942.41	74.57	1.00
EBAM	2019-10-11 18:59:44	22.25	55.40	942.48	75.38	1.00
EBAM	2019-10-11 19:10:12	21.82	56.32	942.58	77.11	1.40
EBAM	2019-10-11 19:20:40	21.46	57.02	942.66	77.53	1.00
EBAM	2019-10-11 19:31:08	21.15	57.78	942.76	78.11	2.00
EBAM	2019-10-11 19:41:36	20.89	58.46	942.88	78.91	1.00
EBAM	2019-10-11 19:52:04	20.67	58.77	942.97	79.51	1.00
EBAM	2019-10-11 20:02:32	20.49	58.91	943.13	79.74	1.00
EBAM	2019-10-11 20:13:00	20.33	59.26	943.19	80.04	1.00
EBAM	2019-10-11 20:23:28	20.20	59.41	943.23	79.81	1.00
EBAM	2019-10-11 20:33:56	20.08	59.52	943.27	80.50	1.00
EBAM	2019-10-11 20:44:24	19.98	59.97	943.37	80.19	2.00
EBAM	2019-10-11 20:54:52	19.89	60.26	943.41	80.73	1.00
EBAM	2019-10-11 21:05:20	19.80	60.28	943.42	80.42	1.80
EBAM	2019-10-11 21:15:48	19.71	60.63	943.50	80.27	1.00
EBAM	2019-10-11 21:26:16	19.63	60.90	943.58	80.58	1.00
EBAM	2019-10-11 21:36:44	19.56	61.13	943.60	80.66	2.00
EBAM	2019-10-11 21:47:12	19.51	61.11	943.64	80.97	2.00
EBAM	2019-10-11 21:57:40	19.45	61.14	943.68	82.23	1.00
EBAM	2019-10-11 22:08:08	19.41	61.31	943.68	81.04	1.40
EBAM	2019-10-11 22:18:36	19.36	61.39	943.72	81.44	1.40
EBAM	2019-10-11 22:29:04	19.32	61.32	943.76	81.99	2.00
EBAM	2019-10-11 22:39:32	19.28	61.38	943.70	82.96	2.00
EBAM	2019-10-11 22:50:00	19.24	61.62	943.70	83.21	1.00
EBAM	2019-10-11 23:00:28	19.19	61.60	943.72	81.91	2.00
EBAM	2019-10-11 23:10:56	19.16	61.60	943.76	82.80	1.00
EBAM	2019-10-11 23:21:24	19.13	61.79	943.74	82.80	2.00
EBAM	2019-10-11 23:31:52	19.10	61.66	943.70	83.46	1.00
EBAM	2019-10-11 23:42:20	19.07	61.46	943.66	83.62	1.00
EBAM	2019-10-11 23:52:48	19.05	61.60	943.64	84.38	1.60
EBAM	2019-10-12 00:03:16	19.02	61.79	943.56	84.21	1.00
EBAM	2019-10-12 00:13:44	19.00	61.69	943.52	84.29	1.20
EBAM	2019-10-12 00:24:12	18.98	61.61	943.52	84.38	1.80
EBAM	2019-10-12 00:34:40	18.96	61.53	943.46	84.98	1.00
EBAM	2019-10-12 00:45:08	18.94	61.65	943.44	84.98	1.00
EBAM	2019-10-12 00:55:36	18.93	61.90	943.42	85.50	1.00
EBAM	2019-10-12 01:06:04	18.91	61.86	943.37	85.41	2.00
EBAM	2019-10-12 01:16:32	18.91	61.90	943.35	85.15	1.00
EBAM	2019-10-12 01:27:00	18.91	61.58	943.27	85.24	1.80
EBAM	2019-10-12 01:37:28	18.90	61.82	943.23	85.50	1.40
EBAM	2019-10-12 01:47:56	18.89	61.84	943.21	84.98	1.00
EBAM	2019-10-12 01:58:24	18.89	61.59	943.17	85.50	2.00
EBAM	2019-10-12 02:08:52	18.88	61.63	943.11	85.32	2.00
EBAM	2019-10-12 02:19:20	18.88	61.84	943.07	85.15	2.00
EBAM	2019-10-12 02:29:48	18.87	61.86	943.03	85.06	1.60
EBAM	2019-10-12 02:40:16	18.86	61.81	942.97	85.41	1.00
EBAM	2019-10-12 02:50:44	18.86	61.95	942.92	85.24	1.80
EBAM	2019-10-12 03:01:12	18.86	61.91	942.88	85.41	2.00
EBAM	2019-10-12 03:11:40	18.86	61.85	942.82	85.32	1.00
EBAM	2019-10-12 03:22:08	18.85	62.22	942.74	85.67	1.00
EBAM	2019-10-12 03:32:36	18.85	62.09	942.64	85.58	2.00
EBAM	2019-10-12 03:43:04	18.84	62.02	942.58	85.67	1.00
EBAM	2019-10-12 03:53:32	18.84	61.96	942.54	85.76	1.00
EBAM	2019-10-12 04:04:00	18.84	62.26	942.52	85.67	2.00
EBAM	2019-10-12 04:14:28	18.83	62.22	942.52	85.93	1.00
EBAM	2019-10-12 04:24:56	18.83	62.25	942.48	86.11	1.00
EBAM	2019-10-12 04:35:24	18.82	62.55	942.48	86.02	2.00
EBAM	2019-10-12 04:45:52	18.80	62.55	942.45	86.20	1.00
EBAM	2019-10-12 04:56:20	18.79	62.35	942.45	86.29	2.00
EBAM	2019-10-12 05:06:48	18.79	62.44	942.45	85.76	1.60
EBAM	2019-10-12 05:17:16	18.79	62.19	942.45	86.29	1.00
EBAM	2019-10-12 05:27:44	18.79	62.23	942.48	86.11	2.00
EBAM	2019-10-12 05:38:12	18.80	62.39	942.50	85.85	2.00
EBAM	2019-10-12 05:48:40	18.81	62.21	942.52	85.76	1.20
EBAM	2019-10-12 05:59:08	18.81	62.37	942.54	85.67	1.40
EBAM	2019-10-12 06:09:36	18.82	62.15	942.52	86.02	2.00
EBAM	2019-10-12 06:20:04	18.82	62.35	942.54	85.93	1.20
EBAM	2019-10-12 06:30:32	18.82	62.38	942.52	86.29	1.40
EBAM	2019-10-12 06:41:00	18.81	62.39	942.52	86.20	1.00
EBAM	2019-10-12 06:51:28	18.79	62.62	942.54	86.37	2.00
EBAM	2019-10-12 07:01:56	18.75	62.49	942.58	87.00	1.00
EBAM	2019-10-12 07:12:24	18.72	62.58	942.60	87.45	1.00
