VBAC	2019-10-11 12:22:56	22.71	44.71	945.63	0.00	2.00
VBAC	2019-10-11 12:33:24	23.11	40.99	945.63	18.11	1.80
VBAC	2019-10-11 12:43:52	23.70	38.38	945.57	26.33	1.80
VBAC	2019-10-11 12:54:20	24.39	36.31	945.51	29.91	2.00
VBAC	2019-10-11 13:04:48	25.13	34.60	945.39	31.59	2.00
VBAC	2019-10-11 13:15:16	25.90	33.06	945.31	32.25	2.00
VBAC	2019-10-11 13:25:44	26.72	31.64	945.16	31.98	2.00
VBAC	2019-10-11 13:36:12	27.54	30.11	944.92	31.85	2.20
VBAC	2019-10-11 13:46:40	28.35	28.70	944.77	31.45	2.00
VBAC	2019-10-11 13:57:08	29.10	27.60	944.59	31.28	2.00
VBAC	2019-10-11 14:07:36	29.81	26.96	944.39	30.96	2.00
VBAC	2019-10-11 14:18:04	30.47	25.84	944.24	30.73	2.00
VBAC	2019-10-11 14:28:32	31.06	25.15	944.06	30.37	2.00
VBAC	2019-10-11 14:39:00	31.58	24.59	943.86	30.28	2.00
VBAC	2019-10-11 14:49:28	31.92	24.74	943.67	30.26	1.40
VBAC	2019-10-11 14:59:56	32.05	25.38	943.43	30.71	1.00
VBAC	2019-10-11 15:10:24	31.97	26.23	943.25	31.31	2.00
VBAC	2019-10-11 15:20:52	32.07	25.56	943.06	32.15	1.00
VBAC	2019-10-11 15:31:20	32.37	24.48	942.88	31.42	2.00
VBAC	2019-10-11 15:41:48	32.51	24.84	942.77	31.21	1.00
VBAC	2019-10-11 15:52:16	32.48	25.56	942.63	31.38	1.40
VBAC	2019-10-11 16:02:44	32.60	24.96	942.51	31.54	1.00
VBAC	2019-10-11 16:13:12	33.01	23.22	942.39	31.19	1.00
VBAC	2019-10-11 16:23:40	33.42	22.58	942.31	30.73	1.00
VBAC	2019-10-11 16:34:08	33.54	23.48	942.22	30.98	1.00
VBAC	2019-10-11 16:44:36	32.88	27.23	942.10	31.83	1.00
VBAC	2019-10-11 16:55:04	31.85	30.52	942.02	33.73	1.00
VBAC	2019-10-11 17:05:32	30.78	32.53	941.94	35.75	2.00
VBAC	2019-10-11 17:16:00	29.76	34.03	941.90	37.12	2.00
VBAC	2019-10-11 17:26:28	28.78	35.55	941.92	38.60	1.00
VBAC	2019-10-11 17:36:56	27.91	36.81	941.92	39.47	1.00
VBAC	2019-10-11 17:47:24	27.13	38.27	941.96	40.35	1.00
VBAC	2019-10-11 17:57:52	26.40	39.76	942.00	41.26	1.00
VBAC	2019-10-11 18:08:20	25.74	40.83	942.08	41.93	1.40
VBAC	2019-10-11 18:18:48	25.15	41.82	942.10	42.48	1.00
VBAC	2019-10-11 18:29:16	24.59	42.83	942.10	42.83	1.00
VBAC	2019-10-11 18:39:44	24.08	43.75	942.16	43.46	1.00
VBAC	2019-10-11 18:50:12	23.61	44.62	942.23	43.64	1.00
VBAC	2019-10-11 19:00:40	23.19	45.36	942.35	44.10	1.00
VBAC	2019-10-11 19:11:08	22.82	46.02	942.45	44.33	1.00
VBAC	2019-10-11 19:21:36	22.50	46.73	942.55	44.86	1.00
VBAC	2019-10-11 19:32:04	22.22	47.40	942.67	45.05	1.00
VBAC	2019-10-11 19:42:32	21.98	47.79	942.77	44.95	1.00
